possession_id,n_frames,n_players,possession_sca_total,possession_sca_mean,possession_cut_rate,possession_drag_rate,possession_screen_rate,possession_decoy_rate,possession_shot5_rate,attacking_team,defending_team,duration_seconds,shot_or_goal_in_possession,slot_shot_or_goal_in_possession
2025-10-11.Team.A.@.Team.D__pos_0010,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Team A,Team D,5.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0011,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Team A,Team D,5.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0012,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Team A,Team D,4.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0013,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Team A,Team D,1.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0014,16,4,0.02128317844708444,0.0013301986529427774,0.375,0.0,0.0,0.3125,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0015,16,4,0.02128317844708444,0.0013301986529427774,0.375,0.0,0.0,0.3125,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0016,9,4,-0.035192622901901505,-0.0039102914335446114,0.2222222222222222,0.0,0.0,0.4444444444444444,0.0,Team A,Team D,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0017,6,3,-0.04603343128584292,-0.007672238547640486,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,Team A,Team D,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0018,29,5,-0.028166714368741824,-0.0009712660127152354,0.13793103448275862,0.1724137931034483,0.0,0.1724137931034483,0.0,Team D,Team A,15.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0019,24,5,-0.027760049874528403,-0.0011566687447720169,0.041666666666666664,0.125,0.0,0.041666666666666664,0.0,Team D,Team A,12.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0020,20,5,0.09872642700799927,0.004936321350399964,0.05,0.2,0.05,0.05,0.0,Team D,Team A,6.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0021,20,5,0.09872642700799927,0.004936321350399964,0.05,0.2,0.05,0.05,0.0,Team D,Team A,5.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0022,17,5,0.10088374220765559,0.005934337776920917,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0023,14,5,-0.029608269591058806,-0.0021148763993613434,0.0,0.14285714285714285,0.0,0.0,0.0,Team D,Team A,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0024,25,5,-0.22494662400953108,-0.008997864960381243,0.04,0.24,0.0,0.12,0.0,Team D,Team A,6.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0025,21,5,-0.21933571629376386,-0.01044455791875066,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,Team D,Team A,5.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0028,14,4,0.17322545631446706,0.012373246879604791,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0029,14,4,0.17322545631446706,0.012373246879604791,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0030,41,5,-0.3404397001154779,-0.008303407319889705,0.0975609756097561,0.0975609756097561,0.04878048780487805,0.14634146341463414,0.0,Team D,Team A,12.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0031,29,5,0.0053542297400506755,0.00018462861172588535,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.0,Team D,Team A,10.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0032,26,5,-0.0930520021459153,-0.0035789231594582807,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,Team D,Team A,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0033,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0034,13,4,0.1877337657053964,0.014441058900415108,0.07692307692307693,0.15384615384615385,0.0,0.5384615384615384,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0035,6,3,-0.0329361596998079,-0.005489359949967983,0.0,0.0,0.0,0.3333333333333333,0.0,Team D,Team A,1.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0036,6,3,-0.0329361596998079,-0.005489359949967983,0.0,0.0,0.0,0.3333333333333333,0.0,Team D,Team A,1.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0037,15,5,0.0011573473176835214,7.715648784556809e-05,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.0,0.0,Team D,Team A,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0038,38,5,0.12213211381245442,0.0032140029950645903,0.05263157894736842,0.07894736842105263,0.13157894736842105,0.23684210526315788,0.0,Team D,Team A,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0039,27,5,0.011946364945507465,0.0004424579609447209,0.037037037037037035,0.037037037037037035,0.18518518518518517,0.25925925925925924,0.0,Team D,Team A,7.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0040,25,5,0.08054943076889554,0.0032219772307558216,0.04,0.12,0.24,0.16,0.0,Team D,Team A,5.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0041,10,5,0.05951219741671382,0.005951219741671382,0.1,0.3,0.2,0.3,0.0,Team D,Team A,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0042,39,9,0.10151400804279387,0.0026029232831485606,0.1794871794871795,0.15384615384615385,0.0,0.10256410256410256,0.0,Team A,Team D,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0043,15,5,0.08988518837079901,0.0059923458913866,0.13333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.0,Team A,Team D,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0044,15,5,0.08988518837079901,0.0059923458913866,0.13333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.0,Team A,Team D,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0045,10,4,0.055854002968245386,0.005585400296824539,0.0,0.2,0.0,0.1,0.0,Team A,Team D,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0046,6,3,-0.0008669126429151075,-0.00014448544048585124,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,Team A,Team D,1.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0047,36,5,-0.035517631656761084,-0.0009866008793544745,0.16666666666666666,0.1388888888888889,0.1388888888888889,0.16666666666666666,0.7777777777777778,Team A,Team D,9.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0048,33,5,-0.09816871707384628,-0.002974809608298372,0.06060606060606061,0.15151515151515152,0.15151515151515152,0.18181818181818182,0.7575757575757576,Team A,Team D,8.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0049,22,5,-0.009558607539363606,-0.00043448216088016393,0.09090909090909091,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.5909090909090909,Team A,Team D,5.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0050,22,5,-0.009558607539363606,-0.00043448216088016393,0.09090909090909091,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.5909090909090909,Team A,Team D,5.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0051,7,3,0.273175943982639,0.03902513485466271,0.0,0.2857142857142857,0.0,0.0,1.0,Team A,Team D,4.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0052,14,4,0.1026623429765886,0.007333024498327757,0.2857142857142857,0.42857142857142855,0.0,0.21428571428571427,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0053,13,4,0.14234102640266016,0.010949309723281552,0.23076923076923078,0.38461538461538464,0.0,0.23076923076923078,0.0,Team A,Team D,5.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0054,3,2,-0.12481985075742269,-0.041606616919140894,0.0,0.0,0.0,0.3333333333333333,0.0,Team A,Team D,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0055,65,5,0.015571588906263478,0.00023956290625020736,0.03076923076923077,0.13846153846153847,0.015384615384615385,0.1076923076923077,0.0,Team D,Team A,14.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0056,46,5,0.11712676592342613,0.0025462340418136117,0.08695652173913043,0.10869565217391304,0.0,0.10869565217391304,0.0,Team D,Team A,10.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0057,35,5,0.16017522260774475,0.00457643493164985,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.05714285714285714,0.0,Team D,Team A,7.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0059,37,5,0.09208939511586584,0.002488902570699077,0.08108108108108109,0.05405405405405406,0.0,0.1891891891891892,0.0,Team A,Team D,13.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0060,37,5,0.09208939511586584,0.002488902570699077,0.08108108108108109,0.05405405405405406,0.0,0.1891891891891892,0.0,Team A,Team D,13.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0061,30,5,-0.10500767089486512,-0.003500255696495504,0.0,0.03333333333333333,0.0,0.16666666666666666,0.0,Team A,Team D,11.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0062,23,5,-0.01549578740453611,-0.0006737298871537439,0.0,0.0,0.0,0.21739130434782608,0.0,Team A,Team D,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0064,10,4,0.24117585987776236,0.024117585987776236,0.4,0.1,0.0,0.3,0.7,Team D,Team A,4.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0066,115,7,0.29241864711796295,0.0025427708445040255,0.0782608695652174,0.21739130434782608,0.12173913043478261,0.12173913043478261,0.46956521739130436,Team A,Team D,28.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0067,94,6,0.19260862883236546,0.00204902796630176,0.05319148936170213,0.2127659574468085,0.13829787234042554,0.1276595744680851,0.425531914893617,Team A,Team D,24.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0068,92,7,0.21435818837850995,0.0023299803084620646,0.05434782608695652,0.18478260869565216,0.11956521739130435,0.13043478260869565,0.42391304347826086,Team A,Team D,23.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0069,87,6,0.188957456205761,0.0021719247839742644,0.05747126436781609,0.19540229885057472,0.11494252873563218,0.11494252873563218,0.4482758620689655,Team A,Team D,22.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0070,71,6,0.2074024866480551,0.002921161783775424,0.056338028169014086,0.2112676056338028,0.09859154929577464,0.1267605633802817,0.4647887323943662,Team A,Team D,18.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0071,51,6,0.13262322613758637,0.002600455414462478,0.0392156862745098,0.17647058823529413,0.0392156862745098,0.11764705882352941,0.39215686274509803,Team A,Team D,13.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0072,47,5,0.2276787823672652,0.004844229412069472,0.0425531914893617,0.19148936170212766,0.02127659574468085,0.14893617021276595,0.425531914893617,Team A,Team D,12.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0073,28,5,0.1893365915641923,0.006762021127292582,0.07142857142857142,0.2857142857142857,0.0,0.21428571428571427,0.6071428571428571,Team A,Team D,7.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0074,18,5,0.07855543301648432,0.004364190723138018,0.1111111111111111,0.4444444444444444,0.0,0.16666666666666666,0.5555555555555556,Team A,Team D,5.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0075,54,6,0.2671372779500574,0.004946986628704766,0.14814814814814814,0.24074074074074073,0.037037037037037035,0.2037037037037037,0.5,Team D,Team A,13.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0076,54,6,0.2671372779500574,0.004946986628704766,0.14814814814814814,0.24074074074074073,0.037037037037037035,0.2037037037037037,0.5,Team D,Team A,13.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0077,56,6,0.3817144410303135,0.0068163293041127405,0.10714285714285714,0.26785714285714285,0.017857142857142856,0.14285714285714285,0.5,Team D,Team A,12.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0078,56,6,0.3817144410303135,0.0068163293041127405,0.10714285714285714,0.26785714285714285,0.017857142857142856,0.14285714285714285,0.5,Team D,Team A,12.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0079,44,6,0.08827804745566459,0.0020063192603560136,0.06818181818181818,0.36363636363636365,0.022727272727272728,0.06818181818181818,0.36363636363636365,Team D,Team A,9.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0080,40,6,0.06954237870840108,0.001738559467710027,0.075,0.25,0.05,0.075,0.325,Team D,Team A,8.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0081,36,5,0.05297078985957057,0.001471410829432516,0.08333333333333333,0.2222222222222222,0.027777777777777776,0.1111111111111111,0.2222222222222222,Team D,Team A,7.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0082,20,5,-0.10420301994796,-0.0052101509973979995,0.0,0.2,0.0,0.05,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0083,12,5,-0.02148590293954039,-0.0017904919116283659,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,Team D,Team A,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0084,54,10,-0.31910286814279293,-0.005909312373014684,0.018518518518518517,0.09259259259259259,0.07407407407407407,0.14814814814814814,0.37037037037037035,Team D,Team A,12.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0085,54,10,-0.31910286814279293,-0.005909312373014684,0.018518518518518517,0.09259259259259259,0.07407407407407407,0.14814814814814814,0.37037037037037035,Team D,Team A,12.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0086,25,9,-0.07581357211208017,-0.0030325428844832068,0.0,0.08,0.08,0.04,0.0,Team D,Team A,6.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0087,13,6,-0.10185862326568779,-0.007835278712745215,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,Team D,Team A,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0088,16,4,-0.13377206890644266,-0.008360754306652667,0.3125,0.0625,0.0,0.25,0.0,Team D,Team A,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0089,8,4,0.08456853893444483,0.010571067366805603,0.125,0.125,0.0,0.25,0.0,Team D,Team A,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0090,9,4,-0.053370725779655126,-0.005930080642183903,0.0,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,Team D,Team A,5.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0091,33,4,0.3528242425744503,0.01069164371437728,0.18181818181818182,0.18181818181818182,0.06060606060606061,0.15151515151515152,0.0,Team D,Team A,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0092,33,4,0.3528242425744503,0.01069164371437728,0.18181818181818182,0.18181818181818182,0.06060606060606061,0.15151515151515152,0.0,Team D,Team A,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0093,30,4,0.21807946853165272,0.007269315617721758,0.16666666666666666,0.16666666666666666,0.1,0.16666666666666666,0.0,Team D,Team A,8.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0094,9,4,-0.050315921254726115,-0.00559065791719179,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,Team D,Team A,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0095,12,5,-0.0016898654873551688,-0.00014082212394626406,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.0,Team D,Team A,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0096,12,5,-0.0016898654873551688,-0.00014082212394626406,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.0,Team D,Team A,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0097,60,7,0.34467104551081246,0.005744517425180207,0.18333333333333332,0.3,0.1,0.26666666666666666,0.21666666666666667,Team A,Team D,17.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0098,45,6,-0.1824951145598948,-0.004055446990219884,0.15555555555555556,0.37777777777777777,0.1111111111111111,0.2,0.24444444444444444,Team A,Team D,15.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0099,36,5,-0.10322092255143711,-0.002867247848651031,0.1111111111111111,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.3611111111111111,Team A,Team D,11.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0100,36,5,-0.10322092255143711,-0.002867247848651031,0.1111111111111111,0.3888888888888889,0.1111111111111111,0.16666666666666666,0.3611111111111111,Team A,Team D,11.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0101,28,5,0.32502806450772737,0.011608145160990263,0.10714285714285714,0.32142857142857145,0.10714285714285714,0.17857142857142858,0.32142857142857145,Team A,Team D,8.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0102,11,5,0.0013922447338283739,0.00012656770307530672,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,Team A,Team D,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0103,10,5,-0.08840445366631966,-0.008840445366631967,0.3,0.1,0.0,0.5,0.2,Team D,Team A,4.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0104,9,3,-0.014776512361485583,-0.0016418347068317314,0.6666666666666666,0.0,0.0,0.2222222222222222,0.6666666666666666,Team A,Team D,2.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0106,71,5,0.27186870804375984,0.003829136733010702,0.07042253521126761,0.2112676056338028,0.04225352112676056,0.14084507042253522,0.5492957746478874,Team D,Team A,16.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0107,60,5,0.2772155975532721,0.004620259959221201,0.05,0.21666666666666667,0.05,0.11666666666666667,0.5333333333333333,Team D,Team A,14.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0108,55,5,0.07667973866344108,0.0013941770666080196,0.09090909090909091,0.2909090909090909,0.05454545454545454,0.14545454545454545,0.4909090909090909,Team D,Team A,12.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0109,47,5,0.0567630083482788,0.0012077235818782723,0.0425531914893617,0.23404255319148937,0.06382978723404255,0.1276595744680851,0.425531914893617,Team D,Team A,10.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0110,40,5,0.08945763487541342,0.0022364408718853353,0.1,0.2,0.075,0.075,0.3,Team D,Team A,8.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0111,16,5,0.016903430235727213,0.0010564643897329508,0.0,0.125,0.125,0.0625,0.0,Team D,Team A,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0112,16,5,0.016903430235727213,0.0010564643897329508,0.0,0.125,0.125,0.0625,0.0,Team D,Team A,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0113,5,3,0.10063669043668655,0.02012733808733731,0.2,0.0,0.0,0.2,0.0,Team A,Team D,1.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0114,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Team A,Team D,4.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0115,35,5,0.047906707712294105,0.0013687630774941173,0.08571428571428572,0.17142857142857143,0.0,0.11428571428571428,0.2,Team A,Team D,9.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0116,34,5,-0.06589528372052117,-0.0019380965800153286,0.08823529411764706,0.08823529411764706,0.0,0.08823529411764706,0.20588235294117646,Team A,Team D,8.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0117,31,5,0.12253164157210295,0.003952633599100095,0.06451612903225806,0.06451612903225806,0.0,0.06451612903225806,0.0,Team A,Team D,6.0,1,1
2025-10-11.Team.A.@.Team.D__pos_0118,13,5,0.0018945447663474835,0.00014573421279596028,0.0,0.07692307692307693,0.0,0.0,0.0,Team A,Team D,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0119,13,5,0.0018945447663474835,0.00014573421279596028,0.0,0.07692307692307693,0.0,0.0,0.0,Team A,Team D,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0120,29,5,0.10671705814288368,0.0036798985566511614,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.0,Team A,Team D,7.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0121,29,5,0.10671705814288368,0.0036798985566511614,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.0,Team A,Team D,7.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0122,50,7,0.29781992382435357,0.005956398476487071,0.1,0.08,0.02,0.14,0.48,Team A,Team D,18.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0123,48,7,0.08066831325218315,0.0016805898594204824,0.0625,0.125,0.020833333333333332,0.14583333333333334,0.4583333333333333,Team A,Team D,17.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0124,29,5,0.12980728580151946,0.004476113303500671,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.5172413793103449,Team A,Team D,13.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0125,18,5,0.12667702316910992,0.0070376123982838846,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.7777777777777778,Team A,Team D,6.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0126,15,5,0.11488058922243938,0.007658705948162625,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.7333333333333333,Team A,Team D,5.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0127,53,6,0.3104322283442299,0.005857211855551507,0.1509433962264151,0.18867924528301888,0.1320754716981132,0.1509433962264151,0.39622641509433965,Team A,Team D,13.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0128,47,6,-0.14873158947838755,-0.00316450190379548,0.0425531914893617,0.23404255319148937,0.1702127659574468,0.0851063829787234,0.46808510638297873,Team A,Team D,10.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0129,47,6,-0.14873158947838755,-0.00316450190379548,0.0425531914893617,0.23404255319148937,0.1702127659574468,0.0851063829787234,0.46808510638297873,Team A,Team D,10.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0130,23,5,-0.13508582709965317,-0.005873296830419703,0.0,0.2608695652173913,0.21739130434782608,0.0,0.5217391304347826,Team A,Team D,5.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0131,27,9,-0.07993251043501029,-0.0029604633494448255,0.1111111111111111,0.2962962962962963,0.037037037037037035,0.14814814814814814,0.7037037037037037,Team A,Team D,6.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0132,16,4,0.05091418221256139,0.0031821363882850867,0.125,0.4375,0.0,0.1875,0.5,Team A,Team D,5.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0133,19,4,-0.026908258483772762,-0.0014162241307248823,0.21052631578947367,0.5263157894736842,0.0,0.2631578947368421,0.5789473684210527,Team A,Team D,4.0,1,0
2025-10-11.Team.A.@.Team.D__pos_0134,13,5,0.07618562952785662,0.005860433040604356,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385,0.0,Team A,Team D,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0135,10,4,0.0041617450754269925,0.0004161745075426992,0.2,0.1,0.0,0.1,0.0,Team A,Team D,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0136,71,6,-0.2853026469667568,-0.004018347140376856,0.08450704225352113,0.19718309859154928,0.04225352112676056,0.11267605633802817,0.0,Team A,Team D,23.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0137,67,5,-0.13473322882091,-0.0020109437137449254,0.08955223880597014,0.2537313432835821,0.04477611940298507,0.1044776119402985,0.0,Team A,Team D,20.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0138,63,5,-0.149020635015789,-0.0023654069050125237,0.06349206349206349,0.2222222222222222,0.06349206349206349,0.12698412698412698,0.0,Team A,Team D,16.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0139,60,6,-0.08302527165671245,-0.0013837545276118742,0.1,0.2,0.05,0.08333333333333333,0.0,Team A,Team D,15.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0140,52,5,-0.06308456680123431,-0.001213164746177583,0.07692307692307693,0.23076923076923078,0.057692307692307696,0.057692307692307696,0.0,Team A,Team D,13.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0141,32,5,0.08196833199372017,0.0025615103748037552,0.1875,0.3125,0.125,0.15625,0.0,Team A,Team D,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0142,11,5,-0.011490040685169123,-0.001044549153197193,0.0,0.0,0.0,0.2727272727272727,0.0,Team A,Team D,3.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0144,9,3,0.006871274401140104,0.0007634749334600115,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,Team D,Team A,2.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0145,30,5,-0.17219200229266218,-0.005739733409755406,0.26666666666666666,0.23333333333333334,0.16666666666666666,0.26666666666666666,0.0,Team A,Team D,9.0,0,0
2025-10-11.Team.A.@.Team.D__pos_0146,25,5,0.3716229442147967,0.014864917768591867,0.04,0.28,0.28,0.08,0.0,Team A,Team D,6.0,0,0
