game_id,date,away_team,home_team,possessing_team,forechecking_team,start_event_idx,end_event_idx,start_elapsed_seconds,end_elapsed_seconds,duration_seconds,start_period_label,end_period_label,start_clock,end_clock,start_event,end_event,start_x,start_y,end_x,end_y,outcome,turnover_in_dzone,forced_dump_out,controlled_exit_allowed,stoppage,timeout,exit_lane,start_is_5v5,home_goals_start,away_goals_start,score_diff_possessing_start,score_diff_forechecking_start,forechecking_score_state,episode_id,n_frames,mean_pressure_at_carrier,peak_pressure_at_carrier,mean_gradient_mag,mean_funnel_to_boards,mean_corridor_middle,mean_corridor_strong_boards,mean_corridor_weak_boards,mean_corridor_behind_net,mean_open_corridor_cost,mean_compactness_area,mean_nearest_defender_distance,mean_defenders_near_carrier,mean_local_pressure,mean_pinchers,mean_d_pinch_support,mean_f1_distance,mean_f2_distance,mean_f3_distance,mean_f1_pressure_contrib,mean_f2_pressure_contrib,mean_f3_pressure_contrib,mean_f1_share_pressure,mean_f2_share_pressure,mean_f3_share_pressure,share_time_high_pressure,corridor_closure_rate_3s,cluster_id
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,91,93,167.0,173.0,6.0,1,1,17:13,17:07,Puck Recovery,Zone Entry,-38.0,-20.5,25.0,38.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0011,9.0,0.8217648126756494,1.102216109659786,0.040263303705140516,-0.46789738570263595,0.6300180600666908,0.4340484311516117,0.4733689083068307,0.4623780768736028,0.24745004144129057,147.0,7.743093435507291,1.6666666666666667,0.4944668944113571,0.4444444444444444,0.0,7.743093435507291,17.958575997524914,38.9788183590345,0.5118105515953517,0.2731495303835294,0.0383090320373659,0.6500603996014448,0.31580980037280504,0.04388117146167869,0.2222222222222222,0.02294701342727769,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,96,98,177.0,179.0,2.0,1,1,17:03,17:01,Puck Recovery,Puck Recovery,95.0,19.5,50.0,40.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0012,3.0,1.1256782744232872,1.4387644134143205,0.027425826194170083,-0.08278287432465868,0.4872620109984133,0.6491056638482661,0.4949970529134388,0.9748507927840495,0.4646204821653859,343.0,9.968634374045754,2.3333333333333335,0.3132311612379059,0.0,0.0,9.968634374045754,13.103506996590644,17.570606037502042,0.4500266342423697,0.3684298661986766,0.2728134532186714,0.4188014329682706,0.33480476230344564,0.24639380472828384,0.6666666666666666,0.21604020167980334,0
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,110,113,204.0,207.0,3.0,1,1,16:36,16:33,Puck Recovery,Puck Recovery,-92.0,-20.5,-39.0,-18.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0013,5.0,1.357643025385024,1.627297217681865,0.033714540271523846,0.13879761474933672,0.7357860684553654,0.9090578145504,0.5420529289792864,0.851117213825763,0.5401344153884523,519.4,8.7286106391247,2.8,0.4358690922297197,0.6,0.4,8.7286106391247,10.656977235153175,14.628074853304721,0.4844624826782068,0.43091186178765195,0.3335378121044651,0.39335161082167813,0.3457376086506902,0.2609107805276317,1.0,0.05123118156530746,0
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,127,129,230.0,233.0,3.0,1,1,16:10,16:07,Puck Recovery,Takeaway,-77.0,32.5,-33.0,20.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0014,5.0,0.5279561132716308,0.8750509344395618,0.02279216766159,-0.602365503381477,0.3335542381065716,0.3620764179142322,0.44914535907977093,0.5056542784676787,0.2550674565804462,9.8,15.850533879494213,1.0,0.23231055759056937,0.4,0.0,15.850533879494213,23.284636922384045,45.242575153035915,0.30697203020515973,0.16718212907678334,0.04810861677228946,0.5982392160749542,0.31619428821058715,0.08556649571445858,0.0,-0.075155486490818,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,131,135,237.0,244.0,7.0,1,1,16:03,15:56,Faceoff Win,Zone Entry,-69.0,-21.5,25.0,38.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0015,9.0,0.49541756656290026,1.213100751976583,0.03247799904098453,-0.5549191087482965,0.5772749121291126,0.4742033494288036,0.5136433083286159,0.27257460652395377,0.18537840821286578,299.44444444444446,17.56969441355879,0.7777777777777778,0.1638355144396827,0.1111111111111111,0.0,17.56969441355879,29.764487128581468,36.49674906829116,0.28473471811958906,0.12624261195654476,0.06158124907787467,0.6863630402106604,0.21141568627245513,0.10222127351688443,0.2222222222222222,-0.07357328697142267,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,137,139,248.0,253.0,5.0,1,1,15:52,15:47,Puck Recovery,Zone Entry,63.0,-37.5,-25.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0016,8.0,0.6155745206058082,0.968741860465164,0.04270753272361884,0.030774823069924434,0.6859899891120268,0.8080367434480795,0.4260981208914047,0.3471338382407194,0.30209464663520325,171.5,13.453364265901623,0.75,0.29219110791933306,0.375,0.25,13.453364265901623,23.96990965062704,34.14519440971921,0.36943922807470797,0.1515201446844632,0.069623778147654,0.6194485669401669,0.26964518081477507,0.11090625224505811,0.0,0.14218423280981737,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,141,145,258.0,266.0,8.0,1,1,15:42,15:34,Puck Recovery,Dump In/Out,-66.0,-33.5,-52.0,-35.5,forced_dump_out,0,1,0,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0017,12.0,1.163838927497008,1.5488663669840157,0.03856285933352302,0.037873398758079185,0.7435613492204736,0.8445442768624088,0.5056126818807737,0.8161537752662165,0.47529250461533734,273.5833333333333,5.628688151609154,1.9166666666666667,0.5535728238892007,0.3333333333333333,0.25,5.628688151609154,14.786311680603355,24.71059381028323,0.598072220425968,0.35801938793010796,0.16225002752941567,0.5551627395564862,0.30372989850421345,0.14110736193930037,0.75,0.013732473865387071,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,146,148,270.0,275.0,5.0,1,1,15:30,15:25,Puck Recovery,Play,58.0,31.5,0.0,-34.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0018,4.0,0.9687530666158864,1.1711333821525312,0.03541556216541768,-0.3724973431874603,0.8873108687496079,0.794243501246249,0.805509367999571,0.17333178112703726,0.17333178112703726,490.0,10.091169510425273,2.25,0.4133908156907171,0.0,0.0,10.091169510425273,19.038645196911858,23.508503789525882,0.4406547189905975,0.25648623079772503,0.17938255902631747,0.5415774842453206,0.2712198769746903,0.18720263877998905,0.75,-0.04858066098810526,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,150,154,278.0,283.0,5.0,1,1,15:22,15:17,Puck Recovery,Play,-83.0,-27.5,9.0,-25.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0019,8.0,0.5738464074575375,1.0524625380388881,0.02840821144413686,-0.5393101665518116,0.4159145943390483,0.43758107986044237,0.3096166290694877,0.3567866242393722,0.18107545026637561,79.625,15.139489945602676,1.125,0.30693260736907657,0.125,0.0,15.139489945602676,25.3429179546024,32.28356996904938,0.370665107248538,0.16121542809932435,0.06915368454234727,0.6635253772061007,0.29293187077210925,0.08708550404358,0.25,0.07807472842930238,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,161,172,299.0,321.0,22.0,1,1,15:01,14:39,Takeaway,Play,93.0,25.5,6.0,38.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0020,30.0,0.7419098224272953,1.326909219775933,0.03377678098619383,-0.11476444710277516,0.5369630831890071,0.6091348795266327,0.4331870264464916,0.39305768671180635,0.2842820644294541,163.33333333333334,11.908467074252417,1.3666666666666667,0.405619503295457,0.7666666666666667,0.3333333333333333,11.908467074252417,27.612563420320733,37.608691979993466,0.4503794721152973,0.16473104121411788,0.08630289621917092,0.6886813257291222,0.21280431080487636,0.10191141048207052,0.36666666666666664,-0.11723497796081782,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,242,245,473.0,478.0,5.0,1,1,12:07,12:02,Puck Recovery,Incomplete Play,86.0,-6.5,-21.0,23.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0022,8.0,0.5606570165966674,0.8272995782551604,0.026909581862572272,-0.14496918171211282,0.26605710935765137,0.29551402723205505,0.27363111734028184,0.577187439829873,0.17140632879081108,12.25,13.490732629751934,1.0,0.29585745960243104,0.125,0.0,13.490732629751934,25.421558182793987,37.26317148514471,0.3601011189391329,0.1532449073305137,0.04130717823580349,0.6670059339803884,0.26001970232774063,0.07297436369187092,0.0,0.07804522578543376,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,281,283,542.0,545.0,3.0,1,1,10:58,10:55,Puck Recovery,Puck Recovery,74.0,11.5,31.0,7.5,turnover_in_dzone,1,0,0,0,0,middle,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0023,5.0,1.2728520571078485,1.4073951201831827,0.04164087418014531,-0.37264639981136477,0.5360898291716619,0.6959550695779768,0.6035655783682562,1.0166419150489654,0.5271339548140827,372.4,7.255483510003752,2.8,0.48102507356152346,0.8,0.4,7.255483510003752,13.259153824406841,19.28089380311232,0.531048851383406,0.3604052679462032,0.23961015628385632,0.4760372668840825,0.31519846564742704,0.20876426746849058,1.0,0.08022966499387876,0
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,294,297,565.0,569.0,4.0,1,1,10:35,10:31,Puck Recovery,Incomplete Play,90.0,29.5,4.0,24.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0024,6.0,0.9012065765248404,1.2502707181351145,0.02871796769455277,-0.4224276387083363,0.6598821608934555,0.7373081030036143,0.48423565151175413,0.6401357342019806,0.4609703689033003,81.66666666666667,7.956110609302404,1.5,0.4806371916018983,1.0,0.16666666666666666,7.956110609302404,19.95104778480839,36.36512308219572,0.5241986034497003,0.23241524664020705,0.0673996369003841,0.6407556249667364,0.28677166805922555,0.072472706974038,0.3333333333333333,-0.03673967256890567,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,298,300,570.0,575.0,5.0,1,1,10:30,10:25,Puck Recovery,Dump In/Out,-36.0,25.5,8.0,-39.5,forced_dump_out,0,1,0,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0025,8.0,0.49804220257286985,1.2043954611952459,0.03511945759695655,-0.1753460269129402,0.6972050863946856,0.6681492282325305,0.5544723888580698,0.14218928697496927,0.14218928697496927,287.875,18.954498425635183,1.0,0.15360696649101732,0.875,0.25,18.954498425635183,28.128356480004545,33.481302155036175,0.2620977808245786,0.11746030366998134,0.07681542077230245,0.596496906479185,0.2524796885302551,0.15102340499055988,0.125,0.013031210434812675,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,302,305,577.0,582.0,5.0,1,1,10:23,10:18,Puck Recovery,Takeaway,79.0,37.5,48.0,-39.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0026,8.0,0.7599002889976106,1.5899552316653274,0.05039789599444962,-0.7013778781112001,0.47095847041091204,0.5988362290556666,0.5450590413757244,0.5773411865312738,0.4024339468705765,61.25,8.542212459095762,1.25,0.4151992589638775,0.25,0.25,8.542212459095762,27.07262030632909,41.607065817159885,0.5094735003369388,0.19423841700309025,0.03758036742266821,0.7692256166925449,0.19459948922378895,0.036174894083666156,0.25,-0.021192033583762874,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,310,314,594.0,598.0,4.0,1,1,10:06,10:02,Faceoff Win,Puck Recovery,69.0,22.5,50.0,-32.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0028,6.0,0.8986204300557432,1.0419374240548023,0.051531358717875,-0.3447639336178896,0.8910526392857833,0.6984089424259309,0.6463617387825461,0.3745933926683724,0.3486449979629513,245.0,9.045597875327816,1.8333333333333333,0.4724792115708158,0.5,0.5,9.045597875327816,17.89384050936852,26.06178590677799,0.4724792115708158,0.2524379632934901,0.13811775172842997,0.5458614008614103,0.2983200469792748,0.15581855215931492,0.16666666666666666,-0.13902371056008986,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,334,335,635.0,639.0,4.0,1,1,09:25,09:21,Puck Recovery,Dump In/Out,-71.0,27.5,2.0,40.5,forced_dump_out,0,1,0,0,0,boards_positive,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0030,7.0,0.9233592318878957,1.1692638569859795,0.04552721245794073,-0.8737383634353488,0.7483026952380106,0.6878467439028325,0.7170494463008862,0.5580743042780256,0.5012668187602334,224.0,7.139663088719766,1.4285714285714286,0.5136118705423682,0.7142857142857143,0.42857142857142855,7.139663088719766,18.181400728977057,28.71532166857698,0.5313270660775767,0.2584734642737936,0.09331851730718384,0.6093715715163742,0.2831069211933912,0.10752150729023457,0.2857142857142857,0.05274375374432384,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,343,351,656.0,672.0,16.0,1,1,09:04,08:48,Faceoff Win,Play,69.0,-21.5,-6.0,-26.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0031,17.0,0.8503508837065215,1.8218952055589683,0.05033254404637042,-0.30464912054956506,0.5401413137674339,0.6520998665209302,0.3775395008200193,0.5585686560762708,0.3046400350707818,164.2941176470588,9.726751379697468,1.588235294117647,0.4184650522826254,0.7058823529411765,0.6470588235294118,9.726751379697468,24.22641341974455,32.91296756398025,0.49480686201814805,0.25202201171417843,0.11609912494187762,0.6694082469545771,0.23474767673611496,0.10862328648388232,0.4117647058823529,-0.06651928582886812,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,354,357,675.0,681.0,6.0,1,1,08:45,08:39,Faceoff Win,Zone Entry,-69.0,22.5,25.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0032,6.0,0.8626000498228227,1.1811639930112787,0.03819266204972822,-0.6490635053188477,0.7103402606013547,0.6462822320084789,0.7309604291628341,0.45965692012276677,0.4511248541841571,351.1666666666667,10.956964913519707,1.8333333333333333,0.3539564376495572,1.1666666666666667,0.6666666666666666,10.956964913519707,15.620402139162527,29.37453246414454,0.4232856835912833,0.3055241650978473,0.09002451541155197,0.5150286828083015,0.37358567914313934,0.11138563804855918,0.3333333333333333,0.0,3
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team A,Team D,372,374,704.0,708.0,4.0,1,1,08:16,08:12,Takeaway,Play,84.0,-4.5,-8.0,1.5,controlled_exit_allowed,0,0,1,0,0,middle,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0033,6.0,1.1366243024623517,1.494123259068561,0.03900655052660885,-0.2643444856832125,0.7006598895579269,0.640242813603413,0.5719682099651998,0.7158180600623122,0.4562727054084446,514.5,10.95864690019461,2.6666666666666665,0.3378579750466036,1.1666666666666667,1.0,10.95864690019461,15.310667517275567,19.005124436886657,0.41905098837416094,0.31133791892990853,0.2366430853712174,0.43547404062806677,0.31963139288505726,0.24489456648687594,0.8333333333333334,-0.021415757009419112,0
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,377,379,709.0,713.0,4.0,1,1,08:11,08:07,Puck Recovery,Incomplete Play,-37.0,-20.5,-18.0,-38.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0034,6.0,0.5927112228036383,1.314161820506448,0.036213814273359866,-0.17342245171460502,0.48425756290555655,0.6042235814882279,0.28651663536978,0.4126733978504087,0.199016294859411,73.5,14.840087565257173,1.3333333333333333,0.22220644720853458,0.5,0.0,14.840087565257173,24.885155262348544,37.94781423656825,0.34854846506355436,0.17659805023033961,0.06756470750974437,0.643928173754995,0.27731047633563793,0.07876134990936706,0.16666666666666666,-0.05073507234409754,2
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,398,401,745.0,751.0,6.0,1,1,07:35,07:29,Puck Recovery,Dump In/Out,-93.0,24.5,-68.0,-37.5,forced_dump_out,0,1,0,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0036,9.0,1.1551600735464986,1.4948305768771584,0.035933176012401494,-0.8253227959010013,0.6500133393938415,0.5697296543643501,0.5906355071752869,1.2629830954118106,0.48779454315474435,141.55555555555554,7.4458813626217335,2.4444444444444446,0.4823835834469283,0.2222222222222222,0.2222222222222222,7.4458813626217335,9.767678805714496,23.03685541955108,0.5275632665705228,0.45251015360027963,0.17389810976381168,0.45828420854454294,0.3952931045139118,0.1464226869415453,0.7777777777777778,-0.034887581754032844,0
2025-10-11.Team.A.@.Team.D,2025-10-11,Team A,Team D,Team D,Team A,411,420,776.0,791.0,15.0,1,1,07:04,06:49,Faceoff Win,Puck Recovery,-69.0,22.5,-96.0,-20.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,0,0,0,0,tied,2025-10-11.Team.A.@.Team.D__0037,14.0,0.603082635069068,1.1514911749467485,0.034665955218636725,-0.3063253932298014,0.5750766831124381,0.5038751808754963,0.46259406698427574,0.1505363991203272,0.14684963854487226,52.5,14.188924661333818,1.3571428571428572,0.27158136341287975,0.2857142857142857,0.07142857142857142,14.188924661333818,22.34126807970244,44.680829836108586,0.35843101087066787,0.21536243887553544,0.02885604412630033,0.6474205995927054,0.32177794477804805,0.03317079836995785,0.14285714285714285,-0.03809724947045641,2
