Image Id,Period,Game Clock,Player or Puck,Team,Player Id,Player Jersey Number,Rink Location X (Feet),Rink Location Y (Feet),Rink Location Z (Feet),Goal Score
2025-11-28 Team J @ Team K_335534,OT,5:00,Puck,n/a,n/a,n/a,5.009,-7.173,0.02,
2025-11-28 Team J @ Team K_335535,OT,5:00,Player,Home,10462,76,5.038,-10.885,1,
2025-11-28 Team J @ Team K_335535,OT,5:00,Player,Home,10463,62,2.843,0.603,1,
2025-11-28 Team J @ Team K_335535,OT,5:00,Player,Home,11117,38,11.045,12.011,1,
2025-11-28 Team J @ Team K_335535,OT,5:00,Player,Away,10460,12,-5.229,-7.782,1,
2025-11-28 Team J @ Team K_335535,OT,5:00,Player,Away,10461,43,-2.207,13.983,1,
2025-11-28 Team J @ Team K_335535,OT,5:00,Player,Away,10464,88,1.736,-2.072,1,
2025-11-28 Team J @ Team K_335535,OT,5:00,Puck,n/a,n/a,n/a,5.535,-7.724,0.02,
2025-11-28 Team J @ Team K_335536,OT,5:00,Player,Home,10462,76,5.486,-10.954,1,
2025-11-28 Team J @ Team K_335536,OT,5:00,Player,Home,10463,62,3.114,0.142,1,
2025-11-28 Team J @ Team K_335536,OT,5:00,Player,Home,11117,38,11.369,11.588,1,
2025-11-28 Team J @ Team K_335536,OT,5:00,Player,Away,10460,12,-5.101,-7.795,1,
2025-11-28 Team J @ Team K_335536,OT,5:00,Player,Away,10461,43,-1.863,13.061,1,
2025-11-28 Team J @ Team K_335536,OT,5:00,Player,Away,10464,88,1.991,-2.416,1,
2025-11-28 Team J @ Team K_335536,OT,5:00,Puck,n/a,n/a,n/a,6.023,-8.154,0.02,
2025-11-28 Team J @ Team K_335537,OT,5:00,Player,Home,10462,76,5.668,-10.979,1,
2025-11-28 Team J @ Team K_335537,OT,5:00,Player,Home,10463,62,3.144,-0.247,1,
2025-11-28 Team J @ Team K_335537,OT,5:00,Player,Home,11117,38,11.443,10.862,1,
2025-11-28 Team J @ Team K_335537,OT,5:00,Player,Away,10460,12,-5.164,-7.782,1,
2025-11-28 Team J @ Team K_335537,OT,5:00,Player,Away,10461,43,-1.758,12.229,1,
2025-11-28 Team J @ Team K_335537,OT,5:00,Player,Away,10464,88,2.030,-2.672,1,
2025-11-28 Team J @ Team K_335537,OT,5:00,Puck,n/a,n/a,n/a,6.302,-8.468,0.02,
2025-11-28 Team J @ Team K_335538,OT,5:00,Player,Home,10462,76,5.946,-11.002,1,
2025-11-28 Team J @ Team K_335538,OT,5:00,Player,Home,10463,62,3.310,-0.489,1,
2025-11-28 Team J @ Team K_335538,OT,5:00,Player,Home,11117,38,11.715,10.179,1,
2025-11-28 Team J @ Team K_335538,OT,5:00,Player,Away,10460,12,-5.130,-7.673,1,
2025-11-28 Team J @ Team K_335538,OT,5:00,Player,Away,10461,43,-1.546,11.646,1,
2025-11-28 Team J @ Team K_335538,OT,5:00,Player,Away,10464,88,2.184,-2.793,1,
2025-11-28 Team J @ Team K_335538,OT,5:00,Puck,n/a,n/a,n/a,6.732,-8.733,0.02,
2025-11-28 Team J @ Team K_335539,OT,5:00,Player,Home,10462,76,6.215,-11.067,1,
2025-11-28 Team J @ Team K_335539,OT,5:00,Player,Home,10463,62,3.462,-0.666,1,
2025-11-28 Team J @ Team K_335539,OT,5:00,Player,Home,11117,38,11.941,9.654,1,
2025-11-28 Team J @ Team K_335539,OT,5:00,Player,Away,10460,12,-5.121,-7.581,1,
2025-11-28 Team J @ Team K_335539,OT,5:00,Player,Away,10461,43,-1.379,11.235,1,
2025-11-28 Team J @ Team K_335539,OT,5:00,Player,Away,10464,88,2.339,-2.914,1,
2025-11-28 Team J @ Team K_335539,OT,5:00,Puck,n/a,n/a,n/a,7.165,-8.964,0.02,
2025-11-28 Team J @ Team K_335540,OT,5:00,Player,Home,10462,76,6.434,-11.034,1,
2025-11-28 Team J @ Team K_335540,OT,5:00,Player,Home,10463,62,3.545,-0.665,1,
2025-11-28 Team J @ Team K_335540,OT,5:00,Player,Home,11117,38,12.035,9.321,1,
2025-11-28 Team J @ Team K_335540,OT,5:00,Player,Away,10460,12,-5.127,-7.390,1,
2025-11-28 Team J @ Team K_335540,OT,5:00,Player,Away,10461,43,-1.227,10.868,1,
2025-11-28 Team J @ Team K_335540,OT,5:00,Player,Away,10464,88,2.427,-2.949,1,
2025-11-28 Team J @ Team K_335540,OT,5:00,Puck,n/a,n/a,n/a,7.534,-9.131,0.02,
2025-11-28 Team J @ Team K_335541,OT,5:00,Player,Home,10462,76,6.509,-10.535,1,
2025-11-28 Team J @ Team K_335541,OT,5:00,Player,Home,10463,62,3.500,-0.290,1,
2025-11-28 Team J @ Team K_335541,OT,5:00,Player,Home,11117,38,11.924,9.421,1,
2025-11-28 Team J @ Team K_335541,OT,5:00,Player,Away,10460,12,-5.214,-6.786,1,
2025-11-28 Team J @ Team K_335541,OT,5:00,Player,Away,10461,43,-1.183,10.874,1,
2025-11-28 Team J @ Team K_335541,OT,5:00,Player,Away,10464,88,2.370,-2.519,1,
2025-11-28 Team J @ Team K_335541,OT,5:00,Puck,n/a,n/a,n/a,7.851,-8.862,0.02,
2025-11-28 Team J @ Team K_335542,OT,5:00,Player,Home,10462,76,6.838,-10.337,1,
2025-11-28 Team J @ Team K_335542,OT,5:00,Player,Home,10463,62,3.681,-0.211,1,
2025-11-28 Team J @ Team K_335542,OT,5:00,Player,Home,11117,38,12.115,9.233,1,
2025-11-28 Team J @ Team K_335542,OT,5:00,Player,Away,10460,12,-5.144,-6.491,1,
2025-11-28 Team J @ Team K_335542,OT,5:00,Player,Away,10461,43,-0.874,10.587,1,
2025-11-28 Team J @ Team K_335542,OT,5:00,Player,Away,10464,88,2.529,-2.420,1,
2025-11-28 Team J @ Team K_335542,OT,5:00,Puck,n/a,n/a,n/a,8.446,-8.850,0.02,
2025-11-28 Team J @ Team K_335543,OT,5:00,Player,Home,10462,76,7.215,-10.243,1,
2025-11-28 Team J @ Team K_335543,OT,5:00,Player,Home,10463,62,3.839,-0.190,1,
2025-11-28 Team J @ Team K_335543,OT,5:00,Player,Home,11117,38,12.335,9.000,1,
2025-11-28 Team J @ Team K_335543,OT,5:00,Player,Away,10460,12,-5.125,-6.265,1,
2025-11-28 Team J @ Team K_335543,OT,5:00,Player,Away,10461,43,-0.592,10.315,1,
2025-11-28 Team J @ Team K_335543,OT,5:00,Player,Away,10464,88,2.697,-2.454,1,
2025-11-28 Team J @ Team K_335543,OT,5:00,Puck,n/a,n/a,n/a,9.037,-8.876,0.02,
2025-11-28 Team J @ Team K_335544,OT,5:00,Player,Home,10462,76,7.528,-10.218,1,
2025-11-28 Team J @ Team K_335544,OT,5:00,Player,Home,10463,62,3.886,-0.096,1,
2025-11-28 Team J @ Team K_335544,OT,5:00,Player,Home,11117,38,12.524,8.564,1,
2025-11-28 Team J @ Team K_335544,OT,5:00,Player,Away,10460,12,-5.160,-6.157,1,
2025-11-28 Team J @ Team K_335544,OT,5:00,Player,Away,10461,43,-0.370,10.089,1,
2025-11-28 Team J @ Team K_335544,OT,5:00,Player,Away,10464,88,2.791,-2.446,1,
2025-11-28 Team J @ Team K_335544,OT,5:00,Puck,n/a,n/a,n/a,9.579,-8.935,0.02,
2025-11-28 Team J @ Team K_335545,OT,5:00,Player,Home,10462,76,7.831,-10.153,1,
2025-11-28 Team J @ Team K_335545,OT,5:00,Player,Home,10463,62,3.966,0.009,1,
2025-11-28 Team J @ Team K_335545,OT,5:00,Player,Home,11117,38,12.768,7.977,1,
2025-11-28 Team J @ Team K_335545,OT,5:00,Player,Away,10460,12,-5.125,-6.022,1,
2025-11-28 Team J @ Team K_335545,OT,5:00,Player,Away,10461,43,-0.091,9.889,1,
2025-11-28 Team J @ Team K_335545,OT,5:00,Player,Away,10464,88,2.928,-2.363,1,
2025-11-28 Team J @ Team K_335545,OT,5:00,Puck,n/a,n/a,n/a,10.141,-8.849,0.02,
2025-11-28 Team J @ Team K_335546,OT,5:00,Player,Home,10462,76,8.072,-10.090,1,
2025-11-28 Team J @ Team K_335546,OT,5:00,Player,Home,10463,62,3.958,0.175,1,
2025-11-28 Team J @ Team K_335546,OT,5:00,Player,Home,11117,38,12.976,7.492,1,
2025-11-28 Team J @ Team K_335546,OT,5:00,Player,Away,10460,12,-5.173,-5.907,1,
2025-11-28 Team J @ Team K_335546,OT,5:00,Player,Away,10461,43,0.107,9.630,1,
2025-11-28 Team J @ Team K_335546,OT,5:00,Player,Away,10464,88,3.002,-2.326,1,
2025-11-28 Team J @ Team K_335546,OT,5:00,Puck,n/a,n/a,n/a,10.621,-8.783,0.02,
2025-11-28 Team J @ Team K_335547,OT,5:00,Player,Home,10462,76,8.399,-10.020,1,
2025-11-28 Team J @ Team K_335547,OT,5:00,Player,Home,10463,62,4.009,0.456,1,
2025-11-28 Team J @ Team K_335547,OT,5:00,Player,Home,11117,38,13.318,7.154,1,
2025-11-28 Team J @ Team K_335547,OT,5:00,Player,Away,10460,12,-5.174,-5.780,1,
2025-11-28 Team J @ Team K_335547,OT,5:00,Player,Away,10461,43,0.368,9.454,1,
2025-11-28 Team J @ Team K_335547,OT,5:00,Player,Away,10464,88,3.122,-2.233,1,
2025-11-28 Team J @ Team K_335547,OT,5:00,Puck,n/a,n/a,n/a,11.178,-8.776,0.02,
2025-11-28 Team J @ Team K_335548,OT,5:00,Player,Home,10462,76,8.631,-9.861,1,
2025-11-28 Team J @ Team K_335548,OT,5:00,Player,Home,10463,62,3.989,0.713,1,
2025-11-28 Team J @ Team K_335548,OT,5:00,Player,Home,11117,38,13.580,6.863,1,
2025-11-28 Team J @ Team K_335548,OT,5:00,Player,Away,10460,12,-5.234,-5.642,1,
2025-11-28 Team J @ Team K_335548,OT,5:00,Player,Away,10461,43,0.506,9.265,1,
2025-11-28 Team J @ Team K_335548,OT,5:00,Player,Away,10464,88,3.147,-2.112,1,
2025-11-28 Team J @ Team K_335548,OT,5:00,Puck,n/a,n/a,n/a,11.590,-8.691,0.02,
2025-11-28 Team J @ Team K_335549,OT,5:00,Player,Home,10462,76,9.081,-9.649,1,
2025-11-28 Team J @ Team K_335549,OT,5:00,Player,Home,10463,62,4.170,1.054,1,
2025-11-28 Team J @ Team K_335549,OT,5:00,Player,Home,11117,38,14.093,6.703,1,
2025-11-28 Team J @ Team K_335549,OT,5:00,Player,Away,10460,12,-5.176,-5.433,1,
2025-11-28 Team J @ Team K_335549,OT,5:00,Player,Away,10461,43,0.800,9.154,1,
2025-11-28 Team J @ Team K_335549,OT,5:00,Player,Away,10464,88,3.307,-1.916,1,
2025-11-28 Team J @ Team K_335549,OT,5:00,Puck,n/a,n/a,n/a,12.212,-8.672,0.02,
2025-11-28 Team J @ Team K_335550,OT,5:00,Player,Home,10462,76,9.584,-9.925,1,
2025-11-28 Team J @ Team K_335550,OT,5:00,Player,Home,10463,62,4.348,0.915,1,
2025-11-28 Team J @ Team K_335550,OT,5:00,Player,Home,11117,38,14.667,6.168,1,
2025-11-28 Team J @ Team K_335550,OT,5:00,Player,Away,10460,12,-5.199,-5.716,1,
2025-11-28 Team J @ Team K_335550,OT,5:00,Player,Away,10461,43,1.016,8.665,1,
2025-11-28 Team J @ Team K_335550,OT,5:00,Player,Away,10464,88,3.393,-2.136,1,
2025-11-28 Team J @ Team K_335550,OT,5:00,Puck,n/a,n/a,n/a,12.776,-9.040,0.02,
2025-11-28 Team J @ Team K_335551,OT,5:00,Player,Home,10462,76,10.092,-10.298,1,
2025-11-28 Team J @ Team K_335551,OT,5:00,Player,Home,10463,62,4.447,0.873,1,
2025-11-28 Team J @ Team K_335551,OT,5:00,Player,Home,11117,38,15.159,5.695,1,
2025-11-28 Team J @ Team K_335551,OT,5:00,Player,Away,10460,12,-5.260,-6.025,1,
2025-11-28 Team J @ Team K_335551,OT,5:00,Player,Away,10461,43,1.153,8.265,1,
2025-11-28 Team J @ Team K_335551,OT,5:00,Player,Away,10464,88,3.381,-2.234,1,
2025-11-28 Team J @ Team K_335551,OT,5:00,Puck,n/a,n/a,n/a,13.244,-9.407,0.02,
2025-11-28 Team J @ Team K_335552,OT,5:00,Player,Home,10462,76,10.640,-10.907,1,
2025-11-28 Team J @ Team K_335552,OT,5:00,Player,Home,10463,62,4.603,0.689,1,
2025-11-28 Team J @ Team K_335552,OT,5:00,Player,Home,11117,38,15.637,4.976,1,
2025-11-28 Team J @ Team K_335552,OT,5:00,Player,Away,10460,12,-5.311,-6.346,1,
2025-11-28 Team J @ Team K_335552,OT,5:00,Player,Away,10461,43,1.335,7.717,1,
2025-11-28 Team J @ Team K_335552,OT,5:00,Player,Away,10464,88,3.401,-2.531,1,
2025-11-28 Team J @ Team K_335552,OT,5:00,Puck,n/a,n/a,n/a,13.752,-10.043,0.02,
2025-11-28 Team J @ Team K_335553,OT,5:00,Player,Home,10462,76,11.308,-11.177,1,
2025-11-28 Team J @ Team K_335553,OT,5:00,Player,Home,10463,62,4.910,0.982,1,
2025-11-28 Team J @ Team K_335553,OT,5:00,Player,Home,11117,38,16.172,4.784,1,
2025-11-28 Team J @ Team K_335553,OT,5:00,Player,Away,10460,12,-5.234,-6.217,1,
2025-11-28 Team J @ Team K_335553,OT,5:00,Player,Away,10461,43,1.632,7.696,1,
2025-11-28 Team J @ Team K_335553,OT,5:00,Player,Away,10464,88,3.542,-2.364,1,
2025-11-28 Team J @ Team K_335553,OT,5:00,Puck,n/a,n/a,n/a,14.364,-10.197,0.02,
2025-11-28 Team J @ Team K_335554,OT,5:00,Player,Home,10462,76,11.881,-11.400,1,
2025-11-28 Team J @ Team K_335554,OT,5:00,Player,Home,10463,62,5.199,1.477,1,
2025-11-28 Team J @ Team K_335554,OT,5:00,Player,Home,11117,38,16.617,4.829,1,
2025-11-28 Team J @ Team K_335554,OT,5:00,Player,Away,10460,12,-5.258,-5.943,1,
2025-11-28 Team J @ Team K_335554,OT,5:00,Player,Away,10461,43,1.869,7.758,1,
2025-11-28 Team J @ Team K_335554,OT,5:00,Player,Away,10464,88,3.618,-2.086,1,
2025-11-28 Team J @ Team K_335554,OT,5:00,Puck,n/a,n/a,n/a,14.832,-10.059,0.02,
2025-11-28 Team J @ Team K_335555,OT,5:00,Player,Home,10462,76,12.337,-11.735,1,
2025-11-28 Team J @ Team K_335555,OT,5:00,Player,Home,10463,62,5.532,1.737,1,
2025-11-28 Team J @ Team K_335555,OT,5:00,Player,Home,11117,38,16.977,4.699,1,
2025-11-28 Team J @ Team K_335555,OT,5:00,Player,Away,10460,12,-5.224,-5.887,1,
2025-11-28 Team J @ Team K_335555,OT,5:00,Player,Away,10461,43,2.137,7.515,1,
2025-11-28 Team J @ Team K_335555,OT,5:00,Player,Away,10464,88,3.706,-2.067,1,
2025-11-28 Team J @ Team K_335555,OT,5:00,Puck,n/a,n/a,n/a,15.322,-10.153,0.02,
2025-11-28 Team J @ Team K_335556,OT,5:00,Player,Home,10462,76,12.825,-12.039,1,
2025-11-28 Team J @ Team K_335556,OT,5:00,Player,Home,10463,62,5.938,1.997,1,
2025-11-28 Team J @ Team K_335556,OT,5:00,Player,Home,11117,38,17.443,4.680,1,
2025-11-28 Team J @ Team K_335556,OT,5:00,Player,Away,10460,12,-5.166,-5.778,1,
2025-11-28 Team J @ Team K_335556,OT,5:00,Player,Away,10461,43,2.527,7.342,1,
2025-11-28 Team J @ Team K_335556,OT,5:00,Player,Away,10464,88,3.859,-2.064,1,
2025-11-28 Team J @ Team K_335556,OT,5:00,Puck,n/a,n/a,n/a,15.834,-10.226,0.02,
2025-11-28 Team J @ Team K_335557,OT,5:00,Player,Home,10462,76,13.204,-12.126,1,
2025-11-28 Team J @ Team K_335557,OT,5:00,Player,Home,10463,62,6.252,2.318,1,
2025-11-28 Team J @ Team K_335557,OT,5:00,Player,Home,11117,38,17.828,4.841,1,
2025-11-28 Team J @ Team K_335557,OT,5:00,Player,Away,10460,12,-5.166,-5.516,1,
2025-11-28 Team J @ Team K_335557,OT,5:00,Player,Away,10461,43,2.884,7.354,1,
2025-11-28 Team J @ Team K_335557,OT,5:00,Player,Away,10464,88,3.962,-1.870,1,
2025-11-28 Team J @ Team K_335557,OT,5:00,Puck,n/a,n/a,n/a,16.343,-10.232,0.02,
2025-11-28 Team J @ Team K_335558,OT,5:00,Player,Home,10462,76,13.683,-12.457,1,
2025-11-28 Team J @ Team K_335558,OT,5:00,Player,Home,10463,62,6.683,2.236,1,
2025-11-28 Team J @ Team K_335558,OT,5:00,Player,Home,11117,38,18.353,4.721,1,
2025-11-28 Team J @ Team K_335558,OT,5:00,Player,Away,10460,12,-5.123,-5.549,1,
2025-11-28 Team J @ Team K_335558,OT,5:00,Player,Away,10461,43,3.315,7.143,1,
2025-11-28 Team J @ Team K_335558,OT,5:00,Player,Away,10464,88,4.182,-2.015,1,
2025-11-28 Team J @ Team K_335558,OT,5:00,Puck,n/a,n/a,n/a,16.904,-10.566,0.02,
2025-11-28 Team J @ Team K_335559,OT,5:00,Player,Home,10462,76,14.144,-12.611,1,
2025-11-28 Team J @ Team K_335559,OT,5:00,Player,Home,10463,62,7.180,2.248,1,
2025-11-28 Team J @ Team K_335559,OT,5:00,Player,Home,11117,38,18.820,4.661,1,
2025-11-28 Team J @ Team K_335559,OT,5:00,Player,Away,10460,12,-5.103,-5.457,1,
2025-11-28 Team J @ Team K_335559,OT,5:00,Player,Away,10461,43,3.781,7.039,1,
2025-11-28 Team J @ Team K_335559,OT,5:00,Player,Away,10464,88,4.467,-1.977,1,
2025-11-28 Team J @ Team K_335559,OT,5:00,Puck,n/a,n/a,n/a,17.421,-10.703,0.02,
2025-11-28 Team J @ Team K_335560,OT,5:00,Player,Home,10462,76,14.540,-12.715,1,
2025-11-28 Team J @ Team K_335560,OT,5:00,Player,Home,10463,62,7.518,2.375,1,
2025-11-28 Team J @ Team K_335560,OT,5:00,Player,Home,11117,38,19.208,4.719,1,
2025-11-28 Team J @ Team K_335560,OT,5:00,Player,Away,10460,12,-5.258,-5.296,1,
2025-11-28 Team J @ Team K_335560,OT,5:00,Player,Away,10461,43,4.091,7.061,1,
2025-11-28 Team J @ Team K_335560,OT,5:00,Player,Away,10464,88,4.688,-1.906,1,
2025-11-28 Team J @ Team K_335560,OT,5:00,Puck,n/a,n/a,n/a,17.892,-10.666,0.02,
2025-11-28 Team J @ Team K_335561,OT,4:59,Player,Home,10462,76,14.971,-12.741,1,
2025-11-28 Team J @ Team K_335561,OT,4:59,Player,Home,10463,62,7.813,2.607,1,
2025-11-28 Team J @ Team K_335561,OT,4:59,Player,Home,11117,38,19.611,4.888,1,
2025-11-28 Team J @ Team K_335561,OT,4:59,Player,Away,10460,12,-5.477,-5.049,1,
2025-11-28 Team J @ Team K_335561,OT,4:59,Player,Away,10461,43,4.469,7.135,1,
2025-11-28 Team J @ Team K_335561,OT,4:59,Player,Away,10464,88,4.952,-1.692,1,
2025-11-28 Team J @ Team K_335561,OT,4:59,Puck,n/a,n/a,n/a,18.337,-10.505,0.02,
2025-11-28 Team J @ Team K_335562,OT,4:59,Player,Home,10462,76,15.540,-12.868,1,
2025-11-28 Team J @ Team K_335562,OT,4:59,Player,Home,10463,62,8.225,2.565,1,
2025-11-28 Team J @ Team K_335562,OT,4:59,Player,Home,11117,38,20.136,4.777,1,
2025-11-28 Team J @ Team K_335562,OT,4:59,Player,Away,10460,12,-5.449,-4.969,1,
2025-11-28 Team J @ Team K_335562,OT,4:59,Player,Away,10461,43,5.060,6.815,1,
2025-11-28 Team J @ Team K_335562,OT,4:59,Player,Away,10464,88,5.407,-1.778,1,
2025-11-28 Team J @ Team K_335562,OT,4:59,Puck,n/a,n/a,n/a,18.782,-10.557,0.02,
2025-11-28 Team J @ Team K_335563,OT,4:59,Player,Home,10462,76,16.114,-12.903,1,
2025-11-28 Team J @ Team K_335563,OT,4:59,Player,Home,10463,62,8.587,2.639,1,
2025-11-28 Team J @ Team K_335563,OT,4:59,Player,Home,11117,38,20.602,4.918,1,
2025-11-28 Team J @ Team K_335563,OT,4:59,Player,Away,10460,12,-5.329,-4.777,1,
