Date,Home_Team,Away_Team,Team,Player_Id,shift_number,period,start_clock,end_clock,shift_length
2025-10-29,Team L,Team G,Team L,4,3,1,16:07,15:19,00:48
2025-10-29,Team L,Team G,Team L,17,3,1,16:07,15:19,00:48
2025-10-29,Team L,Team G,Team L,20,3,1,16:07,15:19,00:48
2025-10-29,Team L,Team G,Team G,43,2,1,15:56,15:19,00:37
2025-10-29,Team L,Team G,Team G,2,2,1,15:56,15:19,00:37
2025-10-29,Team L,Team G,Team L,34,3,1,15:49,15:19,00:30
2025-10-29,Team L,Team G,Team L,29,3,1,15:49,15:19,00:30
2025-10-29,Team L,Team G,Team G,11,3,1,15:49,15:19,00:30
2025-10-29,Team L,Team G,Team G,41,3,1,15:39,15:19,00:20
2025-10-29,Team L,Team G,Team G,44,3,1,15:39,15:19,00:20
2025-10-29,Team L,Team G,Team L,21,2,1,15:19,14:29,00:50
2025-10-29,Team L,Team G,Team L,14,2,1,15:19,14:41,00:38
2025-10-29,Team L,Team G,Team L,3,5,1,15:19,14:41,00:38
2025-10-29,Team L,Team G,Team L,12,2,1,15:19,14:29,00:50
2025-10-29,Team L,Team G,Team L,47,5,1,15:19,14:41,00:38
2025-10-29,Team L,Team G,Team G,41,4,1,15:19,14:43,00:36
2025-10-29,Team L,Team G,Team G,44,4,1,15:19,14:41,00:38
2025-10-29,Team L,Team G,Team G,43,3,1,15:19,14:58,00:21
2025-10-29,Team L,Team G,Team G,2,3,1,15:19,14:52,00:27
2025-10-29,Team L,Team G,Team G,11,4,1,15:19,14:49,00:30
2025-10-29,Team L,Team G,Team G,7,5,1,14:58,14:29,00:29
2025-10-29,Team L,Team G,Team G,47,5,1,14:52,14:29,00:23
2025-10-29,Team L,Team G,Team G,40,2,1,14:49,14:29,00:20
2025-10-29,Team L,Team G,Team G,13,2,1,14:43,14:29,00:14
2025-10-29,Team L,Team G,Team L,34,4,1,14:41,14:29,00:12
2025-10-29,Team L,Team G,Team L,24,4,1,14:41,14:29,00:12
2025-10-29,Team L,Team G,Team L,10,4,1,14:41,14:29,00:12
2025-10-29,Team L,Team G,Team G,92,2,1,14:41,14:29,00:12
2025-10-29,Team L,Team G,Team L,34,5,1,14:29,13:23,01:06
2025-10-29,Team L,Team G,Team L,17,4,1,14:29,13:23,01:06
2025-10-29,Team L,Team G,Team L,24,5,1,14:29,14:00,00:29
2025-10-29,Team L,Team G,Team L,20,4,1,14:29,13:23,01:06
2025-10-29,Team L,Team G,Team L,10,5,1,14:29,13:19,01:10
2025-10-29,Team L,Team G,Team G,13,3,1,14:29,13:33,00:56
2025-10-29,Team L,Team G,Team G,92,3,1,14:29,13:19,01:10
2025-10-29,Team L,Team G,Team G,40,3,1,14:29,13:19,01:10
2025-10-29,Team L,Team G,Team G,47,6,1,14:29,14:03,00:26
2025-10-29,Team L,Team G,Team G,7,6,1,14:29,13:41,00:48
2025-10-29,Team L,Team G,Team G,5,5,1,14:03,13:19,00:44
2025-10-29,Team L,Team G,Team L,4,4,1,14:00,13:19,00:41
2025-10-29,Team L,Team G,Team G,27,5,1,13:41,13:19,00:22
2025-10-29,Team L,Team G,Team G,20,4,1,13:33,12:04,01:29
2025-10-29,Team L,Team G,Team L,28,4,1,13:23,13:19,00:04
2025-10-29,Team L,Team G,Team L,36,4,1,13:23,13:19,00:04
2025-10-29,Team L,Team G,Team L,18,4,1,13:23,13:19,00:04
2025-10-29,Team L,Team G,Team L,29,4,1,13:19,12:02,01:17
2025-10-29,Team L,Team G,Team L,28,5,1,13:19,12:35,00:44
2025-10-29,Team L,Team G,Team L,36,5,1,13:19,12:35,00:44
2025-10-29,Team L,Team G,Team L,4,5,1,13:19,12:02,01:17
2025-10-29,Team L,Team G,Team L,18,5,1,13:19,12:35,00:44
2025-10-29,Team L,Team G,Team G,27,6,1,13:19,12:35,00:44
2025-10-29,Team L,Team G,Team G,12,4,1,13:19,12:14,01:05
2025-10-29,Team L,Team G,Team G,45,4,1,13:19,12:35,00:44
2025-10-29,Team L,Team G,Team G,5,6,1,13:19,12:42,00:37
2025-10-29,Team L,Team G,Team G,2,4,1,12:42,12:02,00:40
2025-10-29,Team L,Team G,Team L,16,4,1,12:35,12:02,00:33
2025-10-29,Team L,Team G,Team L,25,5,1,12:35,12:02,00:33
2025-10-29,Team L,Team G,Team L,11,4,1,12:35,12:02,00:33
2025-10-29,Team L,Team G,Team G,43,4,1,12:35,12:02,00:33
2025-10-29,Team L,Team G,Team G,26,3,1,12:35,12:02,00:33
2025-10-29,Team L,Team G,Team G,19,3,1,12:14,12:02,00:12
2025-10-29,Team L,Team G,Team G,32,3,1,12:04,12:02,00:02
2025-10-29,Team L,Team G,Team L,16,5,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team L,29,5,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team L,25,6,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team L,11,5,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team L,4,6,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team G,19,4,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team G,47,7,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team G,32,4,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team G,7,7,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team G,26,4,1,12:02,11:45,00:17
2025-10-29,Team L,Team G,Team L,34,6,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team L,3,6,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team L,17,5,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team L,20,5,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team L,47,6,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team G,41,5,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team G,44,5,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team G,47,8,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team G,7,8,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team G,11,5,1,11:45,11:21,00:24
2025-10-29,Team L,Team G,Team L,34,7,1,11:21,09:35,01:46
2025-10-29,Team L,Team G,Team L,21,3,1,11:21,09:35,01:46
2025-10-29,Team L,Team G,Team L,25,7,1,11:21,10:35,00:46
2025-10-29,Team L,Team G,Team L,12,3,1,11:21,10:35,00:46
2025-10-29,Team L,Team G,Team L,47,7,1,11:21,10:41,00:40
2025-10-29,Team L,Team G,Team G,27,7,1,11:21,10:37,00:44
2025-10-29,Team L,Team G,Team G,13,4,1,11:21,10:37,00:44
2025-10-29,Team L,Team G,Team G,45,5,1,11:21,10:37,00:44
2025-10-29,Team L,Team G,Team G,5,7,1,11:21,10:37,00:44
2025-10-29,Team L,Team G,Team L,3,7,1,10:41,08:33,02:08
2025-10-29,Team L,Team G,Team G,44,6,1,10:37,09:32,01:05
2025-10-29,Team L,Team G,Team G,43,5,1,10:37,09:35,01:02
2025-10-29,Team L,Team G,Team G,12,5,1,10:37,09:32,01:05
2025-10-29,Team L,Team G,Team G,47,9,1,10:37,09:35,01:02
2025-10-29,Team L,Team G,Team L,16,6,1,10:35,09:12,01:23
2025-10-29,Team L,Team G,Team L,14,3,1,10:35,09:12,01:23
2025-10-29,Team L,Team G,Team L,20,6,1,09:35,08:55,00:40
2025-10-29,Team L,Team G,Team L,47,8,1,09:35,08:33,01:02
2025-10-29,Team L,Team G,Team G,27,8,1,09:35,09:06,00:29
2025-10-29,Team L,Team G,Team G,5,8,1,09:35,08:48,00:47
2025-10-29,Team L,Team G,Team G,13,5,1,09:32,08:55,00:37
2025-10-29,Team L,Team G,Team G,45,6,1,09:32,09:06,00:26
2025-10-29,Team L,Team G,Team G,7,9,1,09:20,09:06,00:14
2025-10-29,Team L,Team G,Team L,28,6,1,09:12,08:24,00:48
2025-10-29,Team L,Team G,Team L,17,6,1,09:12,08:24,00:48
2025-10-29,Team L,Team G,Team G,2,5,1,09:06,08:02,01:04
2025-10-29,Team L,Team G,Team G,92,4,1,09:06,08:05,01:01
2025-10-29,Team L,Team G,Team G,26,5,1,09:06,08:13,00:53
2025-10-29,Team L,Team G,Team L,18,6,1,08:55,08:03,00:52
2025-10-29,Team L,Team G,Team G,40,4,1,08:55,08:24,00:31
2025-10-29,Team L,Team G,Team G,43,6,1,08:48,08:02,00:46
2025-10-29,Team L,Team G,Team L,29,6,1,08:33,08:02,00:31
2025-10-29,Team L,Team G,Team L,4,7,1,08:33,08:02,00:31
2025-10-29,Team L,Team G,Team L,25,8,1,08:24,08:02,00:22
2025-10-29,Team L,Team G,Team L,11,6,1,08:24,08:02,00:22
2025-10-29,Team L,Team G,Team G,20,5,1,08:24,08:02,00:22
2025-10-29,Team L,Team G,Team G,12,6,1,08:13,08:02,00:11
2025-10-29,Team L,Team G,Team G,45,7,1,08:05,08:02,00:03
2025-10-29,Team L,Team G,Team L,18,7,1,08:03,08:02,00:01
2025-10-29,Team L,Team G,Team L,28,7,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team L,36,6,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team L,24,6,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team L,18,8,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team L,10,6,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team G,20,6,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team G,43,7,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team G,2,6,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team G,12,7,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team G,45,8,1,08:02,07:39,00:23
2025-10-29,Team L,Team G,Team L,16,7,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team L,24,7,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team L,20,7,1,07:39,07:26,00:13
2025-10-29,Team L,Team G,Team L,10,7,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team G,43,8,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team G,92,5,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team G,40,5,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team G,45,9,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team G,11,6,1,07:39,06:38,01:01
2025-10-29,Team L,Team G,Team L,34,8,1,07:26,06:38,00:48
2025-10-29,Team L,Team G,Team L,29,7,1,06:38,05:38,01:00
2025-10-29,Team L,Team G,Team L,21,4,1,06:38,06:07,00:31
2025-10-29,Team L,Team G,Team L,4,8,1,06:38,05:23,01:15
2025-10-29,Team L,Team G,Team L,12,4,1,06:38,06:07,00:31
2025-10-29,Team L,Team G,Team G,41,6,1,06:38,05:28,01:10
2025-10-29,Team L,Team G,Team G,20,7,1,06:38,05:23,01:15
2025-10-29,Team L,Team G,Team G,44,7,1,06:38,05:38,01:00
2025-10-29,Team L,Team G,Team G,12,8,1,06:38,05:45,00:53
2025-10-29,Team L,Team G,Team G,7,10,1,06:38,05:58,00:40
2025-10-29,Team L,Team G,Team L,17,7,1,06:07,05:23,00:44
2025-10-29,Team L,Team G,Team L,20,8,1,06:07,05:38,00:29
2025-10-29,Team L,Team G,Team G,43,9,1,05:58,04:50,01:08
2025-10-29,Team L,Team G,Team G,2,7,1,05:45,04:50,00:55
2025-10-29,Team L,Team G,Team L,11,7,1,05:38,04:21,01:17
2025-10-29,Team L,Team G,Team L,36,7,1,05:38,04:53,00:45
2025-10-29,Team L,Team G,Team L,10,8,1,05:38,04:21,01:17
2025-10-29,Team L,Team G,Team G,19,5,1,05:38,04:26,01:12
2025-10-29,Team L,Team G,Team G,26,6,1,05:38,04:50,00:48
2025-10-29,Team L,Team G,Team L,25,9,1,05:23,04:33,00:50
2025-10-29,Team L,Team G,Team L,24,8,1,05:23,04:21,01:02
2025-10-29,Team L,Team G,Team G,32,5,1,05:23,04:26,00:57
2025-10-29,Team L,Team G,Team L,12,5,1,04:53,03:41,01:12
2025-10-29,Team L,Team G,Team G,27,9,1,04:50,03:52,00:58
2025-10-29,Team L,Team G,Team G,92,6,1,04:50,03:41,01:09
2025-10-29,Team L,Team G,Team G,5,9,1,04:50,03:52,00:58
2025-10-29,Team L,Team G,Team L,14,4,1,04:33,03:50,00:43
2025-10-29,Team L,Team G,Team G,13,6,1,04:26,03:41,00:45
2025-10-29,Team L,Team G,Team G,40,6,1,04:26,03:41,00:45
2025-10-29,Team L,Team G,Team L,21,5,1,04:21,03:41,00:40
2025-10-29,Team L,Team G,Team L,3,8,1,04:21,03:41,00:40
2025-10-29,Team L,Team G,Team L,47,9,1,04:21,03:41,00:40
2025-10-29,Team L,Team G,Team G,47,10,1,03:52,03:41,00:11
2025-10-29,Team L,Team G,Team G,7,11,1,03:52,03:41,00:11
2025-10-29,Team L,Team G,Team L,16,8,1,03:50,03:41,00:09
2025-10-29,Team L,Team G,Team L,16,9,1,03:42,03:12,00:30
2025-10-29,Team L,Team G,Team L,29,8,1,03:42,02:42,01:00
2025-10-29,Team L,Team G,Team L,28,8,1,03:42,02:52,00:50
2025-10-29,Team L,Team G,Team L,4,9,1,03:42,02:42,01:00
2025-10-29,Team L,Team G,Team L,18,9,1,03:42,02:52,00:50
2025-10-29,Team L,Team G,Team G,13,7,1,03:42,03:12,00:30
2025-10-29,Team L,Team G,Team G,92,7,1,03:42,02:52,00:50
2025-10-29,Team L,Team G,Team G,40,7,1,03:42,03:12,00:30
2025-10-29,Team L,Team G,Team G,47,11,1,03:42,02:52,00:50
2025-10-29,Team L,Team G,Team G,7,12,1,03:42,02:52,00:50
2025-10-29,Team L,Team G,Team L,17,8,1,03:12,02:32,00:40
2025-10-29,Team L,Team G,Team G,20,8,1,03:12,02:32,00:40
2025-10-29,Team L,Team G,Team G,12,9,1,03:12,02:32,00:40
2025-10-29,Team L,Team G,Team L,34,9,1,02:52,02:32,00:20
2025-10-29,Team L,Team G,Team L,20,9,1,02:52,02:32,00:20
2025-10-29,Team L,Team G,Team G,43,10,1,02:52,02:32,00:20
2025-10-29,Team L,Team G,Team G,2,8,1,02:52,02:32,00:20
2025-10-29,Team L,Team G,Team G,45,10,1,02:52,02:32,00:20
2025-10-29,Team L,Team G,Team L,24,9,1,02:42,02:32,00:10
2025-10-29,Team L,Team G,Team L,10,9,1,02:42,02:32,00:10
2025-10-29,Team L,Team G,Team L,34,10,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team L,3,9,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team L,17,9,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team L,20,10,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team L,47,10,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team G,20,9,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team G,43,11,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team G,2,9,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team G,12,10,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team G,45,11,1,02:32,02:06,00:26
2025-10-29,Team L,Team G,Team L,29,9,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team L,21,6,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team L,14,5,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team L,4,10,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team L,12,6,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team G,20,10,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team G,43,12,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team G,2,10,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team G,12,11,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team G,45,12,1,02:06,01:59,00:07
2025-10-29,Team L,Team G,Team L,29,10,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team L,21,7,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team L,14,6,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team L,4,11,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team L,12,7,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team G,20,11,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team G,43,13,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team G,2,11,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team G,12,12,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team G,45,13,1,01:59,01:54,00:05
2025-10-29,Team L,Team G,Team L,16,10,1,01:54,01:13,00:41
2025-10-29,Team L,Team G,Team L,16,11,1,01:54,01:13,00:41
2025-10-29,Team L,Team G,Team L,29,11,1,01:54,01:31,00:23
2025-10-29,Team L,Team G,Team L,25,10,1,01:54,01:13,00:41
2025-10-29,Team L,Team G,Team L,11,8,1,01:54,00:52,01:02
2025-10-29,Team L,Team G,Team L,4,12,1,01:54,01:31,00:23
2025-10-29,Team L,Team G,Team G,27,10,1,01:54,01:07,00:47
2025-10-29,Team L,Team G,Team G,19,6,1,01:54,01:14,00:40
2025-10-29,Team L,Team G,Team G,32,6,1,01:54,01:22,00:32
2025-10-29,Team L,Team G,Team G,26,7,1,01:54,01:22,00:32
2025-10-29,Team L,Team G,Team G,5,10,1,01:54,00:58,00:56
2025-10-29,Team L,Team G,Team L,24,10,1,01:31,00:52,00:39
2025-10-29,Team L,Team G,Team L,10,10,1,01:31,00:52,00:39
2025-10-29,Team L,Team G,Team G,41,7,1,01:22,00:52,00:30
2025-10-29,Team L,Team G,Team G,44,8,1,01:22,00:52,00:30
2025-10-29,Team L,Team G,Team G,11,7,1,01:14,00:00,01:14
2025-10-29,Team L,Team G,Team L,34,11,1,01:13,00:52,00:21
2025-10-29,Team L,Team G,Team L,17,10,1,01:13,00:52,00:21
2025-10-29,Team L,Team G,Team G,7,13,1,01:07,00:52,00:15
2025-10-29,Team L,Team G,Team G,47,12,1,00:58,00:52,00:06
2025-10-29,Team L,Team G,Team L,34,12,1,00:52,00:00,00:52
2025-10-29,Team L,Team G,Team L,17,11,1,00:52,00:00,00:52
2025-10-29,Team L,Team G,Team L,24,11,1,00:52,00:24,00:28
2025-10-29,Team L,Team G,Team L,20,11,1,00:52,00:00,00:52
2025-10-29,Team L,Team G,Team L,10,11,1,00:52,00:24,00:28
2025-10-29,Team L,Team G,Team G,41,8,1,00:52,00:00,00:52
2025-10-29,Team L,Team G,Team G,44,9,1,00:52,00:00,00:52
2025-10-29,Team L,Team G,Team G,47,13,1,00:52,00:00,00:52
2025-10-29,Team L,Team G,Team G,7,14,1,00:52,00:00,00:52
2025-10-29,Team L,Team G,Team L,3,10,1,00:24,00:00,00:24
2025-10-29,Team L,Team G,Team L,47,11,1,00:24,00:00,00:24
2025-10-29,Team L,Team G,Team L,16,12,2,20:00,19:14,00:46
2025-10-29,Team L,Team G,Team L,25,11,2,20:00,19:14,00:46
2025-10-29,Team L,Team G,Team L,3,11,2,20:00,19:29,00:31
2025-10-29,Team L,Team G,Team L,11,9,2,20:00,19:14,00:46
2025-10-29,Team L,Team G,Team L,Go,2,2,20:00,00:00,20:00
2025-10-29,Team L,Team G,Team L,47,12,2,20:00,19:29,00:31
2025-10-29,Team L,Team G,Team G,Go,2,2,20:00,00:00,20:00
2025-10-29,Team L,Team G,Team G,19,7,2,20:00,19:23,00:37
2025-10-29,Team L,Team G,Team G,47,14,2,20:00,19:23,00:37
2025-10-29,Team L,Team G,Team G,32,7,2,20:00,19:23,00:37
2025-10-29,Team L,Team G,Team G,7,15,2,20:00,19:23,00:37
2025-10-29,Team L,Team G,Team G,26,8,2,20:00,19:07,00:53
2025-10-29,Team L,Team G,Team L,24,12,2,19:29,18:58,00:31
2025-10-29,Team L,Team G,Team L,10,12,2,19:29,18:58,00:31
2025-10-29,Team L,Team G,Team G,27,11,2,19:23,18:58,00:25
2025-10-29,Team L,Team G,Team G,41,9,2,19:23,18:58,00:25
2025-10-29,Team L,Team G,Team G,5,11,2,19:23,18:58,00:25
2025-10-29,Team L,Team G,Team G,11,8,2,19:23,18:58,00:25
2025-10-29,Team L,Team G,Team L,34,13,2,19:14,18:58,00:16
2025-10-29,Team L,Team G,Team L,17,12,2,19:14,18:58,00:16
2025-10-29,Team L,Team G,Team L,20,12,2,19:14,18:58,00:16
2025-10-29,Team L,Team G,Team G,44,10,2,19:07,18:58,00:09
2025-10-29,Team L,Team G,Team L,34,14,2,18:58,18:54,00:04
2025-10-29,Team L,Team G,Team L,17,13,2,18:58,18:54,00:04
2025-10-29,Team L,Team G,Team L,24,13,2,18:58,18:54,00:04
2025-10-29,Team L,Team G,Team L,20,13,2,18:58,18:54,00:04
2025-10-29,Team L,Team G,Team L,10,13,2,18:58,18:54,00:04
2025-10-29,Team L,Team G,Team G,41,10,2,18:58,18:54,00:04
2025-10-29,Team L,Team G,Team G,44,11,2,18:58,18:54,00:04
