Image Id,Period,Game Clock,Player or Puck,Team,Player Id,Player Jersey Number,Rink Location X (Feet),Rink Location Y (Feet),Rink Location Z (Feet),Goal Score
2025-11-16 Team H @ Team K_320193,3,0:59,Player,Away,9756,8,-21.452,18.915,1,
2025-11-16 Team H @ Team K_320193,3,0:59,Puck,n/a,n/a,n/a,-75.144,42.487,0.02,
2025-11-16 Team H @ Team K_320194,3,0:59,Player,Home,9743,22,-33.250,-4.413,1,
2025-11-16 Team H @ Team K_320194,3,0:59,Player,Home,9744,67,-27.264,23.140,1,
2025-11-16 Team H @ Team K_320194,3,0:59,Player,Away,9748,26,-17.035,-10.902,1,
2025-11-16 Team H @ Team K_320194,3,0:59,Player,Away,9756,8,-21.089,19.201,1,
2025-11-16 Team H @ Team K_320194,3,0:59,Puck,n/a,n/a,n/a,-73.879,42.487,0.02,
2025-11-16 Team H @ Team K_320195,3,0:59,Player,Home,9743,22,-33.463,-3.655,1,
2025-11-16 Team H @ Team K_320195,3,0:59,Player,Home,9744,67,-26.645,23.750,1,
2025-11-16 Team H @ Team K_320195,3,0:59,Player,Away,9748,26,-16.577,-10.575,1,
2025-11-16 Team H @ Team K_320195,3,0:59,Player,Away,9756,8,-20.601,19.427,1,
2025-11-16 Team H @ Team K_320195,3,0:59,Puck,n/a,n/a,n/a,-72.037,42.487,0.02,
2025-11-16 Team H @ Team K_320196,3,0:59,Player,Home,9743,22,-33.618,-2.725,1,
2025-11-16 Team H @ Team K_320196,3,0:59,Player,Home,9744,67,-25.916,24.364,1,
2025-11-16 Team H @ Team K_320196,3,0:59,Player,Away,9748,26,-16.021,-10.143,1,
2025-11-16 Team H @ Team K_320196,3,0:59,Player,Away,9756,8,-19.984,19.740,1,
2025-11-16 Team H @ Team K_320196,3,0:59,Puck,n/a,n/a,n/a,-69.653,42.487,0.02,
2025-11-16 Team H @ Team K_320197,3,0:59,Player,Home,9743,22,-33.871,-1.929,1,
2025-11-16 Team H @ Team K_320197,3,0:59,Player,Home,9744,67,-25.305,24.985,1,
2025-11-16 Team H @ Team K_320197,3,0:59,Player,Away,9748,26,-15.479,-9.753,1,
2025-11-16 Team H @ Team K_320197,3,0:59,Player,Away,9756,8,-19.408,19.978,1,
2025-11-16 Team H @ Team K_320197,3,0:59,Puck,n/a,n/a,n/a,-67.515,42.487,0.02,
2025-11-16 Team H @ Team K_320198,3,0:59,Player,Home,9743,22,-34.219,-1.199,1,
2025-11-16 Team H @ Team K_320198,3,0:59,Player,Home,9744,67,-24.701,25.384,1,
2025-11-16 Team H @ Team K_320198,3,0:59,Player,Away,9748,26,-14.958,-9.434,1,
2025-11-16 Team H @ Team K_320198,3,0:59,Player,Away,9756,8,-18.785,20.203,1,
2025-11-16 Team H @ Team K_320198,3,0:59,Puck,n/a,n/a,n/a,-65.392,42.487,0.02,
2025-11-16 Team H @ Team K_320199,3,0:59,Player,Home,9743,22,-34.497,-0.919,1,
2025-11-16 Team H @ Team K_320199,3,0:59,Player,Home,9744,67,-24.027,25.296,1,
2025-11-16 Team H @ Team K_320199,3,0:59,Player,Away,9748,26,-14.336,-9.531,1,
2025-11-16 Team H @ Team K_320199,3,0:59,Player,Away,9756,8,-18.024,19.952,1,
2025-11-16 Team H @ Team K_320199,3,0:59,Puck,n/a,n/a,n/a,-63.210,42.487,0.02,
2025-11-16 Team H @ Team K_320200,3,0:59,Player,Home,9743,22,-34.837,-0.259,1,
2025-11-16 Team H @ Team K_320200,3,0:59,Player,Home,9744,67,-23.373,25.684,1,
2025-11-16 Team H @ Team K_320200,3,0:59,Player,Away,9748,26,-13.765,-9.210,1,
2025-11-16 Team H @ Team K_320200,3,0:59,Player,Away,9756,8,-17.350,20.312,1,
2025-11-16 Team H @ Team K_320200,3,0:59,Puck,n/a,n/a,n/a,-61.257,42.487,0.02,
2025-11-16 Team H @ Team K_320201,3,0:59,Player,Home,9743,22,-35.205,0.006,1,
2025-11-16 Team H @ Team K_320201,3,0:59,Player,Home,9744,67,-22.826,25.642,1,
2025-11-16 Team H @ Team K_320201,3,0:59,Player,Away,9748,26,-13.276,-9.200,1,
2025-11-16 Team H @ Team K_320201,3,0:59,Player,Away,9756,8,-16.794,20.165,1,
2025-11-16 Team H @ Team K_320201,3,0:59,Puck,n/a,n/a,n/a,-59.189,42.250,0.02,
2025-11-16 Team H @ Team K_320202,3,0:59,Player,Home,9743,22,-35.430,0.384,1,
2025-11-16 Team H @ Team K_320202,3,0:59,Player,Home,9744,67,-22.122,25.518,1,
2025-11-16 Team H @ Team K_320202,3,0:59,Player,Away,9748,26,-12.752,-9.012,1,
2025-11-16 Team H @ Team K_320202,3,0:59,Player,Away,9756,8,-16.200,20.200,1,
2025-11-16 Team H @ Team K_320202,3,0:59,Puck,n/a,n/a,n/a,-56.772,41.280,0.02,
2025-11-16 Team H @ Team K_320203,3,0:59,Player,Home,9743,22,-35.785,0.777,1,
2025-11-16 Team H @ Team K_320203,3,0:59,Player,Home,9744,67,-21.469,25.607,1,
2025-11-16 Team H @ Team K_320203,3,0:59,Player,Away,9748,26,-12.332,-8.768,1,
2025-11-16 Team H @ Team K_320203,3,0:59,Player,Away,9756,8,-15.747,20.705,1,
2025-11-16 Team H @ Team K_320203,3,0:59,Puck,n/a,n/a,n/a,-54.591,40.474,0.02,
2025-11-16 Team H @ Team K_320204,3,0:59,Player,Home,9743,22,-35.962,1.354,1,
2025-11-16 Team H @ Team K_320204,3,0:59,Player,Home,9744,67,-20.680,25.714,1,
2025-11-16 Team H @ Team K_320204,3,0:59,Player,Away,9748,26,-11.883,-8.338,1,
2025-11-16 Team H @ Team K_320204,3,0:59,Player,Away,9756,8,-15.244,21.473,1,
2025-11-16 Team H @ Team K_320204,3,0:59,Puck,n/a,n/a,n/a,-52.147,39.737,0.02,
2025-11-16 Team H @ Team K_320205,3,0:59,Player,Home,9743,22,-36.187,1.854,1,
2025-11-16 Team H @ Team K_320205,3,0:59,Player,Home,9744,67,-19.957,25.880,1,
2025-11-16 Team H @ Team K_320205,3,0:59,Player,Away,9748,26,-11.480,-8.011,1,
2025-11-16 Team H @ Team K_320205,3,0:59,Player,Away,9756,8,-14.727,22.098,1,
2025-11-16 Team H @ Team K_320205,3,0:59,Puck,n/a,n/a,n/a,-49.961,39.153,0.02,
2025-11-16 Team H @ Team K_320206,3,0:59,Player,Home,9743,22,-36.351,2.384,1,
2025-11-16 Team H @ Team K_320206,3,0:59,Player,Home,9744,67,-19.339,26.109,1,
2025-11-16 Team H @ Team K_320206,3,0:59,Player,Away,9748,26,-11.172,-7.498,1,
2025-11-16 Team H @ Team K_320206,3,0:59,Player,Away,9756,8,-14.164,22.435,1,
2025-11-16 Team H @ Team K_320206,3,0:59,Puck,n/a,n/a,n/a,-47.759,38.482,0.02,
2025-11-16 Team H @ Team K_320207,3,0:59,Player,Home,9743,22,-36.607,2.955,1,
2025-11-16 Team H @ Team K_320207,3,0:59,Player,Home,9744,67,-18.773,26.321,1,
2025-11-16 Team H @ Team K_320207,3,0:59,Player,Away,9748,26,-10.878,-7.066,1,
2025-11-16 Team H @ Team K_320207,3,0:59,Player,Away,9756,8,-13.574,22.687,1,
2025-11-16 Team H @ Team K_320207,3,0:59,Puck,n/a,n/a,n/a,-45.788,37.978,0.02,
2025-11-16 Team H @ Team K_320208,3,0:59,Player,Home,9743,22,-36.546,3.712,1,
2025-11-16 Team H @ Team K_320208,3,0:59,Player,Home,9744,67,-18.050,26.629,1,
2025-11-16 Team H @ Team K_320208,3,0:59,Player,Away,9748,26,-10.457,-6.453,1,
2025-11-16 Team H @ Team K_320208,3,0:59,Player,Away,9756,8,-12.809,22.909,1,
2025-11-16 Team H @ Team K_320208,3,0:59,Puck,n/a,n/a,n/a,-43.569,37.425,0.02,
2025-11-16 Team H @ Team K_320209,3,0:59,Player,Home,9743,22,-36.552,4.288,1,
2025-11-16 Team H @ Team K_320209,3,0:59,Player,Home,9744,67,-17.499,26.924,1,
2025-11-16 Team H @ Team K_320209,3,0:59,Player,Away,9748,26,-10.105,-5.893,1,
2025-11-16 Team H @ Team K_320209,3,0:59,Player,Away,9756,8,-12.158,22.971,1,
2025-11-16 Team H @ Team K_320209,3,0:59,Puck,n/a,n/a,n/a,-41.333,36.794,0.02,
2025-11-16 Team H @ Team K_320210,3,0:59,Player,Home,9743,22,-36.671,4.733,1,
2025-11-16 Team H @ Team K_320210,3,0:59,Player,Home,9744,67,-17.110,27.479,1,
2025-11-16 Team H @ Team K_320210,3,0:59,Player,Away,9748,26,-9.786,-5.444,1,
2025-11-16 Team H @ Team K_320210,3,0:59,Player,Away,9756,8,-11.565,23.201,1,
2025-11-16 Team H @ Team K_320210,3,0:59,Puck,n/a,n/a,n/a,-39.370,36.393,0.02,
2025-11-16 Team H @ Team K_320211,3,0:59,Player,Home,9743,22,-36.701,5.459,1,
2025-11-16 Team H @ Team K_320211,3,0:59,Player,Home,9744,67,-16.715,28.211,1,
2025-11-16 Team H @ Team K_320211,3,0:59,Player,Away,9748,26,-9.481,-4.796,1,
2025-11-16 Team H @ Team K_320211,3,0:59,Player,Away,9756,8,-10.983,23.472,1,
2025-11-16 Team H @ Team K_320211,3,0:59,Puck,n/a,n/a,n/a,-37.290,35.721,0.02,
2025-11-16 Team H @ Team K_320212,3,0:59,Player,Home,9743,22,-36.775,6.180,1,
2025-11-16 Team H @ Team K_320212,3,0:59,Player,Home,9744,67,-16.353,29.324,1,
2025-11-16 Team H @ Team K_320212,3,0:59,Player,Away,9748,26,-9.215,-4.158,1,
2025-11-16 Team H @ Team K_320212,3,0:59,Player,Away,9756,8,-10.427,23.790,1,
2025-11-16 Team H @ Team K_320212,3,0:59,Puck,n/a,n/a,n/a,-35.324,35.167,0.02,
2025-11-16 Team H @ Team K_320213,3,0:59,Player,Home,9743,22,-36.786,6.931,1,
2025-11-16 Team H @ Team K_320213,3,0:59,Player,Home,9744,67,-15.851,30.401,1,
2025-11-16 Team H @ Team K_320213,3,0:59,Player,Away,9748,26,-8.918,-3.555,1,
2025-11-16 Team H @ Team K_320213,3,0:59,Player,Away,9756,8,-9.839,24.237,1,
2025-11-16 Team H @ Team K_320213,3,0:59,Puck,n/a,n/a,n/a,-33.411,34.751,0.02,
2025-11-16 Team H @ Team K_320214,3,0:59,Player,Home,9743,22,-36.657,7.736,1,
2025-11-16 Team H @ Team K_320214,3,0:59,Player,Home,9744,67,-15.269,31.270,1,
2025-11-16 Team H @ Team K_320214,3,0:59,Player,Away,9748,26,-8.774,-2.785,1,
2025-11-16 Team H @ Team K_320214,3,0:59,Player,Away,9756,8,-9.333,24.679,1,
2025-11-16 Team H @ Team K_320214,3,0:59,Puck,n/a,n/a,n/a,-31.375,34.187,0.02,
2025-11-16 Team H @ Team K_320215,3,0:59,Player,Home,9743,22,-36.599,8.621,1,
2025-11-16 Team H @ Team K_320215,3,0:59,Player,Home,9744,67,-14.699,32.014,1,
2025-11-16 Team H @ Team K_320215,3,0:59,Player,Away,9748,26,-8.659,-2.018,1,
2025-11-16 Team H @ Team K_320215,3,0:59,Player,Away,9756,8,-8.805,25.178,1,
2025-11-16 Team H @ Team K_320215,3,0:59,Puck,n/a,n/a,n/a,-29.465,33.716,0.02,
2025-11-16 Team H @ Team K_320216,3,0:59,Player,Home,9743,22,-36.378,9.503,1,
2025-11-16 Team H @ Team K_320216,3,0:59,Player,Home,9744,67,-14.116,32.614,1,
2025-11-16 Team H @ Team K_320216,3,0:59,Player,Away,9748,26,-8.576,-1.094,1,
2025-11-16 Team H @ Team K_320216,3,0:59,Player,Away,9756,8,-8.360,25.743,1,
2025-11-16 Team H @ Team K_320216,3,0:59,Puck,n/a,n/a,n/a,-27.511,33.193,0.02,
2025-11-16 Team H @ Team K_320217,3,0:59,Player,Home,9743,22,-36.244,10.344,1,
2025-11-16 Team H @ Team K_320217,3,0:59,Player,Home,9744,67,-13.543,33.245,1,
2025-11-16 Team H @ Team K_320217,3,0:59,Player,Away,9748,26,-8.458,-0.165,1,
2025-11-16 Team H @ Team K_320217,3,0:59,Player,Away,9756,8,-7.948,26.386,1,
2025-11-16 Team H @ Team K_320217,3,0:59,Puck,n/a,n/a,n/a,-25.622,32.682,0.02,
2025-11-16 Team H @ Team K_320218,3,0:59,Player,Home,9743,22,-35.890,11.266,1,
2025-11-16 Team H @ Team K_320218,3,0:59,Player,Home,9744,67,-12.987,34.389,1,
2025-11-16 Team H @ Team K_320218,3,0:59,Player,Away,9748,26,-8.155,0.740,1,
2025-11-16 Team H @ Team K_320218,3,0:59,Player,Away,9756,8,-7.386,26.942,1,
2025-11-16 Team H @ Team K_320218,3,0:59,Puck,n/a,n/a,n/a,-23.583,32.248,0.02,
2025-11-16 Team H @ Team K_320219,3,0:59,Player,Home,9743,22,-35.472,11.900,1,
2025-11-16 Team H @ Team K_320219,3,0:59,Player,Home,9744,67,-12.152,34.405,1,
2025-11-16 Team H @ Team K_320219,3,0:59,Player,Away,9748,26,-7.793,1.531,1,
2025-11-16 Team H @ Team K_320219,3,0:59,Player,Away,9756,8,-6.769,27.469,1,
2025-11-16 Team H @ Team K_320219,3,0:59,Puck,n/a,n/a,n/a,-21.588,31.719,0.02,
2025-11-16 Team H @ Team K_320220,3,0:58,Player,Home,9743,22,-35.211,12.550,1,
2025-11-16 Team H @ Team K_320220,3,0:58,Player,Home,9744,67,-11.519,34.578,1,
2025-11-16 Team H @ Team K_320220,3,0:58,Player,Away,9748,26,-7.540,2.307,1,
2025-11-16 Team H @ Team K_320220,3,0:58,Player,Away,9756,8,-6.346,28.047,1,
2025-11-16 Team H @ Team K_320220,3,0:58,Puck,n/a,n/a,n/a,-19.707,31.258,0.02,
2025-11-16 Team H @ Team K_320221,3,0:58,Player,Home,9743,22,-34.864,13.661,1,
2025-11-16 Team H @ Team K_320221,3,0:58,Player,Home,9744,67,-10.822,35.379,1,
2025-11-16 Team H @ Team K_320221,3,0:58,Player,Away,9748,26,-7.146,3.330,1,
2025-11-16 Team H @ Team K_320221,3,0:58,Player,Away,9756,8,-5.753,29.101,1,
2025-11-16 Team H @ Team K_320221,3,0:58,Puck,n/a,n/a,n/a,-17.898,31.402,0.02,
2025-11-16 Team H @ Team K_320222,3,0:58,Player,Home,9743,22,-34.636,14.159,1,
2025-11-16 Team H @ Team K_320222,3,0:58,Player,Home,9744,67,-10.265,35.646,1,
2025-11-16 Team H @ Team K_320222,3,0:58,Player,Away,9748,26,-6.826,3.914,1,
2025-11-16 Team H @ Team K_320222,3,0:58,Player,Away,9756,8,-5.239,29.586,1,
2025-11-16 Team H @ Team K_320222,3,0:58,Puck,n/a,n/a,n/a,-16.171,30.908,0.02,
2025-11-16 Team H @ Team K_320223,3,0:58,Player,Home,9743,22,-34.320,14.785,1,
2025-11-16 Team H @ Team K_320223,3,0:58,Player,Home,9744,67,-9.652,35.951,1,
2025-11-16 Team H @ Team K_320223,3,0:58,Player,Away,9748,26,-6.416,4.448,1,
2025-11-16 Team H @ Team K_320223,3,0:58,Player,Away,9756,8,-4.622,29.967,1,
2025-11-16 Team H @ Team K_320223,3,0:58,Puck,n/a,n/a,n/a,-14.322,30.363,0.02,
2025-11-16 Team H @ Team K_320224,3,0:58,Player,Home,9743,22,-33.946,15.318,1,
2025-11-16 Team H @ Team K_320224,3,0:58,Player,Home,9744,67,-8.997,36.222,1,
2025-11-16 Team H @ Team K_320224,3,0:58,Player,Away,9748,26,-5.897,4.869,1,
2025-11-16 Team H @ Team K_320224,3,0:58,Player,Away,9756,8,-3.890,30.272,1,
2025-11-16 Team H @ Team K_320224,3,0:58,Puck,n/a,n/a,n/a,-12.522,29.888,0.02,
2025-11-16 Team H @ Team K_320225,3,0:58,Player,Home,9743,22,-33.477,15.931,1,
2025-11-16 Team H @ Team K_320225,3,0:58,Player,Home,9744,67,-8.460,36.396,1,
2025-11-16 Team H @ Team K_320225,3,0:58,Player,Away,9748,26,-5.459,5.442,1,
2025-11-16 Team H @ Team K_320225,3,0:58,Player,Away,9756,8,-3.321,30.587,1,
2025-11-16 Team H @ Team K_320225,3,0:58,Puck,n/a,n/a,n/a,-10.757,29.384,0.02,
2025-11-16 Team H @ Team K_320226,3,0:58,Player,Home,9743,22,-32.870,16.501,1,
2025-11-16 Team H @ Team K_320226,3,0:58,Player,Home,9744,67,-7.991,36.613,1,
2025-11-16 Team H @ Team K_320226,3,0:58,Player,Away,9748,26,-5.018,6.124,1,
2025-11-16 Team H @ Team K_320226,3,0:58,Player,Away,9756,8,-2.816,30.895,1,
2025-11-16 Team H @ Team K_320226,3,0:58,Puck,n/a,n/a,n/a,-9.059,28.908,0.02,
2025-11-16 Team H @ Team K_320227,3,0:58,Player,Home,9743,22,-32.413,17.042,1,
2025-11-16 Team H @ Team K_320227,3,0:58,Player,Home,9744,67,-7.555,36.886,1,
2025-11-16 Team H @ Team K_320227,3,0:58,Player,Away,9748,26,-4.500,6.560,1,
2025-11-16 Team H @ Team K_320227,3,0:58,Player,Away,9756,8,-2.242,31.098,1,
2025-11-16 Team H @ Team K_320227,3,0:58,Puck,n/a,n/a,n/a,-7.441,28.578,0.02,
2025-11-16 Team H @ Team K_320228,3,0:58,Player,Home,9743,22,-31.846,17.743,1,
2025-11-16 Team H @ Team K_320228,3,0:58,Player,Home,9744,67,-7.041,37.195,1,
2025-11-16 Team H @ Team K_320228,3,0:58,Player,Away,9748,26,-3.923,7.062,1,
2025-11-16 Team H @ Team K_320228,3,0:58,Player,Away,9756,8,-1.557,31.372,1,
2025-11-16 Team H @ Team K_320228,3,0:58,Puck,n/a,n/a,n/a,-5.682,28.324,0.02,
